# Tetrahedron method
       26.2922757266        0.2213976518
       26.4605228898        0.1671422869
       26.6287700531        0.1484289308
       26.7970172163        0.1396338734
       26.9652643796        0.1292666817
       27.1335115429        0.1178582020
       27.3017587061        0.1100539265
       27.4700058694        0.1120196531
       27.6382530326        0.1179464660
       27.8065001959        0.1358136804
       27.9747473591        0.2082330146
       28.1429945224        0.0118593069
       28.3112416857        0.0000000000
       28.4794888489        0.0000000000
       28.6477360122        0.0000000000
       28.8159831754        0.0000000000
       28.9842303387        0.0000000000
       29.1524775020        0.0000000000
       29.3207246652        0.0000000000
       29.4889718285        0.0000000000
       29.6572189917        0.0000000000
       29.8254661550        0.0000000000
       29.9937133183        0.0000000000
       30.1619604815        0.0000000000
       30.3302076448        0.0000000000
       30.4984548080        0.0000000000
       30.6667019713        0.0000000000
       30.8349491345        0.0000000000
       31.0031962978        0.0000000000
