# Tetrahedron method
       -2.6462363539        0.0000000000
       -2.4779891906        0.0000000000
       -2.3097420274        0.0000000000
       -2.1414948641        0.0000000000
       -1.9732477009        0.0000000000
       -1.8050005376        0.0000000000
       -1.6367533743        0.0000000000
       -1.4685062111        0.0000000000
       -1.3002590478        0.0000000000
       -1.1320118846        0.0000000000
       -0.9637647213        0.0000000000
       -0.7955175580        0.0000000000
       -0.6272703948        0.0000000000
       -0.4590232315        0.0000000000
       -0.2907760683        0.0000000000
       -0.1225289050        0.0000000000
        0.0457182582        0.0000000000
        0.2139654215        0.0000046947
        0.3822125848        0.0000751156
        0.5504597480        0.0002300416
        0.7187069113        0.0004694726
        0.8869540745        0.0007934086
        1.0552012378        0.0012018497
        1.2234484011        0.0016947959
        1.3916955643        0.0022722472
        1.5599427276        0.0029342035
        1.7281898908        0.0036844811
        1.8964370541        0.0046662227
        2.0646842173        0.0058714004
        2.2329313806        0.0072815086
        2.4011785439        0.0085277117
        2.5694257071        0.0097819356
        2.7376728704        0.0110255963
        2.9059200336        0.0122604288
        3.0741671969        0.0135741761
        3.2424143602        0.0150230320
        3.4106615234        0.0166851724
        3.5789086867        0.0185829076
        3.7471558499        0.0207135450
        3.9154030132        0.0230770847
        4.0836501765        0.0257876391
        4.2518973397        0.0293542996
        4.4201445030        0.0326426029
        4.5883916662        0.0355348667
        4.7566388295        0.0383499721
        4.9248859927        0.0413195050
        5.0931331560        0.0450762545
        5.2613803193        0.0491367655
        5.4296274825        0.0533316278
        5.5978746458        0.0576607675
        5.7661218090        0.0621078834
        5.9343689723        0.0667169093
        6.1026161356        0.0724266363
        6.2708632988        0.0802887072
        6.4391104621        0.0898861855
        6.6073576253        0.0992013337
        6.7756047886        0.1094583345
        6.9438519518        0.1207832969
        7.1120991151        0.1338078926
        7.2803462784        0.1500567635
        7.4485934416        0.1684837666
        7.6168406049        0.1905203564
        7.7850877681        0.2250843040
        7.9533349314        0.2657147516
        8.1215820947        0.2801305532
        8.2898292579        0.2893503768
        8.4580764212        0.3008035773
        8.6263235844        0.3090373617
        8.7945707477        0.3077561003
        8.9628179109        0.3134020782
        9.1310650742        0.3244889923
        9.2993122375        0.3356630553
        9.4675594007        0.3468148326
        9.6358065640        0.3582258461
        9.8040537272        0.3706270621
        9.9723008905        0.3857284729
       10.1405480538        0.3987016281
       10.3087952170        0.4092612728
       10.4770423803        0.4295238383
       10.6452895435        0.4497938002
       10.8135367068        0.4836686575
       10.9817838700        0.4454400900
       11.1500310333        0.3732446636
       11.3182781966        0.3380970789
       11.4865253598        0.3081218413
       11.6547725231        0.2857672214
       11.8230196863        0.2493831322
       11.9912668496        0.2322905163
       12.1595140129        0.2341527232
       12.3277611761        0.2371260991
       12.4960083394        0.2422357189
       12.6642555026        0.2396272281
       12.8325026659        0.2386602792
       13.0007498291        0.2398694889
       13.1689969924        0.2399908432
       13.3372441557        0.2426410586
       13.5054913189        0.2559480143
       13.6737384822        0.1845597797
       13.8419856454        0.0908723988
       14.0102328087        0.0814900158
       14.1784799720        0.0861735268
       14.3467271352        0.0909137088
       14.5149742985        0.0958811139
       14.6832214617        0.1028661946
       14.8514686250        0.1126990899
       15.0197157882        0.1334619622
       15.1879629515        0.1437385313
       15.3562101148        0.1561861590
       15.5244572780        0.1734073270
       15.6927044413        0.2143703345
       15.8609516045        0.2881454801
       16.0291987678        0.4244367178
       16.1974459311        0.4666948902
       16.3656930943        0.4233422066
       16.5339402576        0.3317027631
       16.7021874208        0.2536910115
       16.8704345841        0.2054924399
       17.0386817474        0.1718509283
       17.2069289106        0.1437527337
       17.3751760739        0.1224006735
       17.5434232371        0.1070393683
       17.7116704004        0.0900356931
       17.8799175636        0.0660249577
       18.0481647269        0.0453725078
       18.2164118902        0.0328991582
       18.3846590534        0.0270610186
       18.5529062167        0.0125907516
       18.7211533799        0.0035897714
       18.8894005432        0.0000580779
       19.0576477065        0.0000000000
       19.2258948697        0.0000000000
       19.3941420330        0.0000000000
       19.5623891962        0.0000000000
       19.7306363595        0.0000000000
       19.8988835227        0.0000000000
       20.0671306860        0.0000000000
       20.2353778493        0.0000000000
       20.4036250125        0.0000000000
       20.5718721758        0.0000000000
       20.7401193390        0.0000000000
       20.9083665023        0.0000000000
       21.0766136656        0.0000000000
       21.2448608288        0.0000000000
       21.4131079921        0.0000000000
       21.5813551553        0.0000000000
       21.7496023186        0.0000000000
       21.9178494818        0.0368465806
       22.0860966451        0.2405331442
       22.2543438084        0.4563461359
       22.4225909716        1.2972031698
       22.5908381349        2.0227735601
       22.7590852981        2.4101911614
       22.9273324614        3.0809612160
       23.0955796247        1.5857536211
       23.2638267879        0.4719656284
       23.4320739512        0.2595458376
       23.6003211144        0.0537012787
       23.7685682777        0.0000664817
       23.9368154409        0.0001595571
       24.1050626042        0.0002927369
       24.2733097675        0.0004660209
       24.4415569307        0.0006794093
       24.6098040940        0.0060797109
       24.7780512572        0.0528323422
       24.9462984205        0.1262719162
       25.1145455838        0.3145308316
       25.2827927470        0.6430335768
       25.4510399103        1.4526434810
       25.6192870735        0.6560124814
       25.7875342368        0.4431136151
       25.9557814000        0.3237994789
       26.1240285633        0.2621906707
