qpoint_index branchID frequency groupVel_x groupVel_y groupVel_z DOS gruneisen_param
Max bandID: 6
Max qpoint index: 1728
961 2 12.1309906684 50.0009510 -37.5901954 50.0009510 0.0000000000 0.0000000000
961 3 17.0140281047 -27.4418871 -77.4532184 -27.4418871 0.0000000000 0.0000000000
961 4 22.5595159328 -4.3421416 9.0204756 -4.3421416 0.0000000000 0.0000000000
961 5 22.6824648204 -5.2721508 17.6221845 -5.2721508 0.0000000000 0.0000000000
961 6 25.2858426762 4.9167448 29.2078360 4.9167448 0.0000000000 0.0000000000
962 1 11.0763332710 -44.0798544 -14.5461578 26.6801467 0.0000000000 0.0000000000
962 2 12.4121241523 52.4070940 -17.9255104 57.5687842 0.0000000000 0.0000000000
962 3 17.4228375958 -15.8654209 -44.2557945 -58.6139925 0.0000000000 0.0000000000
962 4 22.3278935033 0.1655251 15.2683675 -17.9252069 0.0000000000 0.0000000000
962 5 22.6989464150 -10.9848775 4.1980858 7.6410374 0.0000000000 0.0000000000
962 6 25.1118502921 4.8642832 14.5111168 16.1856286 0.0000000000 0.0000000000
963 1 11.7785779559 0.0000000 -1.8760829 25.3572068 0.0000000000 0.0000000000
963 2 12.8515341335 0.0000000 -0.8010896 74.1292725 0.0000000000 0.0000000000
963 3 17.0349022578 0.0000000 0.0427798 -73.2124047 0.0000000000 0.0000000000
963 4 22.0280183274 0.0000000 1.0572042 -17.4865283 0.0000000000 0.0000000000
963 5 22.8248112471 0.0000000 0.4191264 6.9056343 0.0000000000 0.0000000000
963 6 25.2028631277 0.0000000 -0.0472377 16.7028247 0.0000000000 0.0000000000
964 1 11.6454529184 42.9598544 20.4179642 17.6488076 0.0000000000 0.0000000000
964 2 13.5487498497 -7.6746627 21.3776905 44.5446925 0.0000000000 0.0000000000
964 3 16.2125281236 3.1392297 11.9775963 -48.7424781 0.0000000000 0.0000000000
964 4 22.0167173220 -8.3791350 -15.1550337 -8.5805237 0.0000000000 0.0000000000
964 5 22.8327915081 5.0417631 2.6832583 5.0224038 0.0000000000 0.0000000000
964 6 25.3614360214 -0.4636311 -4.2876469 7.2160383 0.0000000000 0.0000000000
965 1 10.8855834268 51.9387822 46.7999657 -2.8046080 0.0000000000 0.0000000000
965 2 13.1175463790 51.9655454 50.2452099 -0.5707283 0.0000000000 0.0000000000
965 3 16.1373873197 -19.5260867 -20.0512080 -0.2546786 0.0000000000 0.0000000000
965 4 22.2569148032 -14.2350419 -14.3453147 -0.5717904 0.0000000000 0.0000000000
965 5 22.8090281459 -0.4079164 2.1706151 0.9665963 0.0000000000 0.0000000000
965 6 25.4353190334 -1.3596147 -0.1557683 1.2897564 0.0000000000 0.0000000000
966 1 9.7599564486 44.2563155 55.5729914 -5.1557619 0.0000000000 0.0000000000
966 2 11.8694765830 96.0187893 49.6259836 13.0100087 0.0000000000 0.0000000000
966 3 16.5940034843 -15.1330217 -40.0296684 -17.3095759 0.0000000000 0.0000000000
966 4 22.4953876827 -10.4753574 -1.9796931 3.1118558 0.0000000000 0.0000000000
966 5 22.8498167506 -9.2246642 -2.5195249 -1.5987535 0.0000000000 0.0000000000
966 6 25.4195282472 0.5327031 8.0487531 3.0247918 0.0000000000 0.0000000000
967 1 9.0011163560 42.2750509 25.7792284 25.7792284 0.0000000000 0.0000000000
967 2 10.5429084828 118.4831135 35.9893279 35.9893279 0.0000000000 0.0000000000
967 3 16.7999585950 -0.7943444 -52.8422717 -52.8422717 0.0000000000 0.0000000000
967 4 22.6207682248 -12.1834598 3.3657508 3.3657508 0.0000000000 0.0000000000
967 5 22.9422628355 -3.9205239 0.6343135 0.6343135 0.0000000000 0.0000000000
967 6 25.3669606270 0.4886043 15.2101129 15.2101129 0.0000000000 0.0000000000
968 1 8.6218767509 65.9546364 6.0144095 27.3147359 0.0000000000 0.0000000000
968 2 9.9115707259 93.2520219 -28.1303814 79.3496912 0.0000000000 0.0000000000
968 3 16.5679835858 19.9605892 -52.2465729 -81.0148972 0.0000000000 0.0000000000
968 4 22.6530239368 -4.1073789 11.2935442 -3.7982747 0.0000000000 0.0000000000
968 5 23.0011584587 -5.1704809 -0.1185132 7.8180685 0.0000000000 0.0000000000
968 6 25.4866817452 -9.0274811 13.3986749 28.7202574 0.0000000000 0.0000000000
969 1 8.4548170475 36.5819716 -36.5819716 25.2836280 0.0000000000 0.0000000000
969 2 10.5602265897 74.7456701 -74.7456701 93.6433207 0.0000000000 0.0000000000
969 3 15.8190033270 46.0279593 -46.0279593 -92.6203495 0.0000000000 0.0000000000
969 4 22.5255563576 -5.3407436 5.3407436 -6.3608408 0.0000000000 0.0000000000
969 5 23.1213877008 -4.1244782 4.1244782 5.2842544 0.0000000000 0.0000000000
969 6 25.7778064598 -14.6366296 14.6366296 27.2232381 0.0000000000 0.0000000000
970 1 9.1438814569 -1.5607468 -81.2621147 12.4718225 0.0000000000 0.0000000000
970 2 11.4783881828 68.4880790 -74.3688595 64.3522756 0.0000000000 0.0000000000
970 3 14.9357126743 50.5216052 -54.7175381 -64.8016527 0.0000000000 0.0000000000
970 4 22.5338491887 -11.1606617 1.0295531 -3.5652607 0.0000000000 0.0000000000
970 5 23.1157953821 -1.8583017 8.5677250 1.3902720 0.0000000000 0.0000000000
970 6 25.9550047244 -13.9082368 21.0560540 13.5781336 0.0000000000 0.0000000000
971 1 10.1103295133 -2.0605885 -81.7004866 0.0000000 0.0000000000 0.0000000000
971 2 11.7040396343 73.0409691 -54.7442376 0.0000000 0.0000000000 0.0000000000
971 3 14.9790159002 12.0946313 -80.2780262 0.0000000 0.0000000000 0.0000000000
971 4 22.5985038393 -10.9403782 6.9430581 0.0000000 0.0000000000 0.0000000000
971 5 23.0434371720 -0.7250707 10.2862958 0.0000000 0.0000000000 0.0000000000
971 6 25.8998103677 -10.8227692 27.7612456 0.0000000 0.0000000000 0.0000000000
972 1 10.4716582744 19.1907609 -47.7342603 -35.7949488 0.0000000000 0.0000000000
972 2 11.7126669835 50.1674426 -52.6020712 32.1226174 0.0000000000 0.0000000000
972 3 16.0061358616 -20.5219544 -89.9202487 3.0317713 0.0000000000 0.0000000000
972 4 22.6123982184 -9.5311880 11.6752221 0.2827838 0.0000000000 0.0000000000
972 5 22.8928393563 2.1783586 13.4691696 -4.8079964 0.0000000000 0.0000000000
972 6 25.6245192371 -2.8340754 33.0861310 -3.7817488 0.0000000000 0.0000000000
973 1 9.8782808545 -16.1736170 -42.3047537 -16.1736170 0.0000000000 0.0000000000
973 2 12.1144010236 0.3927926 -87.8987222 0.3927926 0.0000000000 0.0000000000
973 3 16.1850534391 16.9984477 -40.3163347 16.9984477 0.0000000000 0.0000000000
973 4 22.5769770049 -5.5133860 14.3912071 -5.5133860 0.0000000000 0.0000000000
973 5 22.7996839682 -0.0237244 17.0217054 -0.0237244 0.0000000000 0.0000000000
973 6 25.5115087621 -6.3646674 16.1911779 -6.3646674 0.0000000000 0.0000000000
974 1 10.6210967714 -49.0755654 -30.4134676 18.7561120 0.0000000000 0.0000000000
974 2 12.9094005289 12.9428481 -57.1387054 23.8473406 0.0000000000 0.0000000000
974 3 16.4020472105 3.1155679 -29.9754922 -25.7172019 0.0000000000 0.0000000000
974 4 22.3722333126 3.7603510 17.3202646 -9.6892102 0.0000000000 0.0000000000
974 5 22.7211991821 -9.5921042 9.5690531 5.9931148 0.0000000000 0.0000000000
974 6 25.3841268888 -0.5112910 12.1461666 3.8976871 0.0000000000 0.0000000000
975 1 11.6193896795 -41.0291692 -22.8299907 18.0831405 0.0000000000 0.0000000000
975 2 13.5523213375 7.6466120 -21.1322499 45.8001317 0.0000000000 0.0000000000
975 3 16.2129738333 -3.4629780 -12.0633949 -49.0493443 0.0000000000 0.0000000000
975 4 22.0147511433 8.2244629 14.8256633 -9.2743410 0.0000000000 0.0000000000
975 5 22.8442899849 -6.1014360 -1.2842562 5.1702174 0.0000000000 0.0000000000
975 6 25.3625493117 0.8475232 4.3266116 7.0209436 0.0000000000 0.0000000000
976 1 12.0572729273 -0.0000025 0.0000000 -0.9187452 0.0000000000 0.0000000000
976 2 13.9273323858 0.0000004 0.0000000 -1.0983843 0.0000000000 0.0000000000
976 3 15.9640390447 -0.0000003 0.0000000 0.2619455 0.0000000000 0.0000000000
976 4 21.8407549690 0.0000007 0.0000000 0.5660687 0.0000000000 0.0000000000
976 5 22.9119000940 0.0000008 0.0000000 0.4759610 0.0000000000 0.0000000000
976 6 25.3780816014 -0.0000001 0.0000000 -0.0423641 0.0000000000 0.0000000000
977 1 11.6141362184 24.6541696 40.7500394 -19.4600221 0.0000000000 0.0000000000
977 2 13.5251482827 22.9124555 -9.1441055 -46.5012064 0.0000000000 0.0000000000
977 3 16.2132616499 12.3614663 3.4244557 48.8853715 0.0000000000 0.0000000000
977 4 22.0194298197 -14.2670148 -7.8515658 8.9286320 0.0000000000 0.0000000000
977 5 22.8474050766 -0.3400232 7.0619840 -4.1855597 0.0000000000 0.0000000000
977 6 25.3724073211 -5.2917687 -1.0840860 -6.5505237 0.0000000000 0.0000000000
978 1 10.5766428903 28.6588509 53.1959275 -17.9837109 0.0000000000 0.0000000000
978 2 12.8755165421 55.5047374 -12.3848137 -25.3373716 0.0000000000 0.0000000000
978 3 16.3911452440 30.3768166 -1.7665417 25.2033735 0.0000000000 0.0000000000
978 4 22.3808055196 -16.9309971 -5.2519868 11.0401655 0.0000000000 0.0000000000
978 5 22.7423086051 -8.7011581 8.1655058 -5.7240598 0.0000000000 0.0000000000
978 6 25.4004741109 -11.8024009 0.2940492 -4.6130652 0.0000000000 0.0000000000
979 1 9.8880098621 32.2108342 21.0428454 21.0428454 0.0000000000 0.0000000000
979 2 12.0877248719 85.9801816 0.0560789 0.0560789 0.0000000000 0.0000000000
979 3 16.1484909474 40.6947410 -17.4607951 -17.4607951 0.0000000000 0.0000000000
979 4 22.5734720879 -10.0248707 3.4012931 3.4012931 0.0000000000 0.0000000000
979 5 22.8272187306 -15.6890374 0.1336497 0.1336497 0.0000000000 0.0000000000
979 6 25.5220396934 -16.5085335 6.2950683 6.2950683 0.0000000000 0.0000000000
980 1 9.6929822302 63.4258250 1.4394294 35.2294872 0.0000000000 0.0000000000
980 2 11.3256413061 92.8009925 -17.0668350 34.2754772 0.0000000000 0.0000000000
980 3 15.6285154914 44.6713379 -37.7624455 -53.4725902 0.0000000000 0.0000000000
980 4 22.6514673608 -9.8468973 7.4854875 -2.1935078 0.0000000000 0.0000000000
980 5 22.9664022066 -10.4863681 -0.3227771 3.3812194 0.0000000000 0.0000000000
980 6 25.7221876886 -19.0516419 12.5323482 15.9511523 0.0000000000 0.0000000000
981 1 9.1038832885 81.1980556 -0.2127280 14.3447226 0.0000000000 0.0000000000
981 2 11.4832053657 75.5695238 -68.3186066 62.7009902 0.0000000000 0.0000000000
981 3 14.9415857149 56.3099134 -51.2503790 -65.4013876 0.0000000000 0.0000000000
981 4 22.5530630159 -0.7765104 11.5113352 -3.9631054 0.0000000000 0.0000000000
981 5 23.1075366022 -9.8955680 2.2613174 2.6934368 0.0000000000 0.0000000000
981 6 25.9542197496 -21.4227529 14.2306462 13.2079488 0.0000000000 0.0000000000
982 1 8.7182354469 44.6805817 -44.6805817 0.0000000 0.0000000000 0.0000000000
982 2 11.9211630756 72.3474434 -72.3474434 0.0000000 0.0000000000 0.0000000000
982 3 14.4698120773 63.2838193 -63.2838193 0.0000000 0.0000000000 0.0000000000
982 4 22.4590227661 -5.2042161 5.2042161 0.0000000 0.0000000000 0.0000000000
982 5 23.1528891323 -5.3212383 5.3212383 0.0000000 0.0000000000 0.0000000000
982 6 26.0709810844 -18.3503387 18.3503387 0.0000000 0.0000000000 0.0000000000
983 1 9.0951676403 1.4535420 -81.8322959 -15.4162039 0.0000000000 0.0000000000
983 2 11.4979920426 64.8244005 -68.8016112 -64.1929866 0.0000000000 0.0000000000
983 3 14.9409997501 52.6624341 -59.7855157 66.0283408 0.0000000000 0.0000000000
983 4 22.5487181352 -11.9524476 1.7172617 4.4404245 0.0000000000 0.0000000000
983 5 23.1086832399 -2.0541954 8.1624368 -1.7945781 0.0000000000 0.0000000000
983 6 25.9538205769 -13.7712840 21.3878851 -13.7144617 0.0000000000 0.0000000000
984 1 9.6433826506 3.3996435 -64.4775838 -35.8935762 0.0000000000 0.0000000000
984 2 11.3162087370 14.8933233 -92.5322513 -32.9064931 0.0000000000 0.0000000000
984 3 15.6585802865 37.7191308 -46.3916807 54.2086467 0.0000000000 0.0000000000
984 4 22.6557262134 -9.0302808 10.1915316 3.1327091 0.0000000000 0.0000000000
984 5 22.9823174045 0.1224602 11.8738277 -4.8882070 0.0000000000 0.0000000000
984 6 25.7087282089 -11.8701754 18.7293355 -16.3831459 0.0000000000 0.0000000000
985 1 9.0011163560 -21.5571181 -48.9762579 -21.5571181 0.0000000000 0.0000000000
985 2 10.5429084828 -38.7789161 -116.4203569 -38.7789161 0.0000000000 0.0000000000
985 3 16.7999585950 51.6720586 0.2809819 51.6720586 0.0000000000 0.0000000000
985 4 22.6207682248 -5.0457869 14.8499627 -5.0457869 0.0000000000 0.0000000000
985 5 22.9422628355 0.2260126 3.5407911 0.2260126 0.0000000000 0.0000000000
985 6 25.3669606270 -14.0538027 -0.6624941 -14.0538027 0.0000000000 0.0000000000
986 1 9.8174428547 -52.1836860 -46.9027199 4.7087027 0.0000000000 0.0000000000
986 2 11.8545739370 -52.0326929 -96.5250602 -16.0031589 0.0000000000 0.0000000000
986 3 16.5940323206 39.9582107 14.5747605 17.3550424 0.0000000000 0.0000000000
986 4 22.4873868466 -0.1187258 10.3447519 -2.1858883 0.0000000000 0.0000000000
986 5 22.8491722055 3.2436776 10.9178059 1.9325926 0.0000000000 0.0000000000
986 6 25.4119840027 -6.8881054 -0.2692467 -2.6261990 0.0000000000 0.0000000000
987 1 10.8855834268 -48.0575020 -48.1122858 -0.9756680 0.0000000000 0.0000000000
987 2 13.1175463790 -54.2062166 -50.3620158 -0.1103999 0.0000000000 0.0000000000
987 3 16.1373873197 20.2893660 20.0170679 0.0471522 0.0000000000 0.0000000000
987 4 22.2569148032 15.0699067 14.6540836 -0.7793165 0.0000000000 0.0000000000
987 5 22.8090281459 -1.4712288 -1.8774004 0.3964921 0.0000000000 0.0000000000
987 6 25.4353190334 1.3244170 0.2661787 0.7709578 0.0000000000 0.0000000000
988 1 11.6204126075 -23.3952591 -40.5760535 -16.9542322 0.0000000000 0.0000000000
988 2 13.5345258633 -23.8307212 10.1436768 -46.8943194 0.0000000000 0.0000000000
988 3 16.2162569859 -12.2397769 -3.3962353 49.2236757 0.0000000000 0.0000000000
988 4 22.0098013326 14.7244399 7.0254564 8.5852909 0.0000000000 0.0000000000
988 5 22.8504448447 -0.6125910 -6.5305260 -5.0615111 0.0000000000 0.0000000000
988 6 25.3682351895 5.6107012 0.7021978 -6.5989247 0.0000000000 0.0000000000
989 1 11.7785779559 -0.0000002 0.0000000 -22.8933166 0.0000000000 0.0000000000
989 2 12.8515341335 -0.0000011 0.0000000 -71.8728878 0.0000000000 0.0000000000
989 3 17.0349022578 0.0000008 0.0000000 73.1715893 0.0000000000 0.0000000000
989 4 22.0280183274 -0.0000002 0.0000000 15.9142095 0.0000000000 0.0000000000
989 5 22.8248112471 0.0000000 0.0000000 -8.1456323 0.0000000000 0.0000000000
989 6 25.2028631277 0.0000003 0.0000000 -16.4800744 0.0000000000 0.0000000000
990 1 11.0739961986 13.8458314 48.4506311 -26.3536906 0.0000000000 0.0000000000
990 2 12.4114049794 16.2006928 -46.3213207 -54.4615714 0.0000000000 0.0000000000
990 3 17.4323648260 42.8651370 17.2609465 59.3373698 0.0000000000 0.0000000000
990 4 22.3128732831 -14.2638947 -3.5179864 16.7544120 0.0000000000 0.0000000000
990 5 22.7037082337 -2.9348896 8.0214910 -8.1028931 0.0000000000 0.0000000000
990 6 25.1156701250 -14.4400577 -5.1151786 -16.9212379 0.0000000000 0.0000000000
991 1 10.4744857376 19.7752008 11.7924198 11.7924198 0.0000000000 0.0000000000
991 2 12.1309906684 34.9428008 -45.5050541 -45.5050541 0.0000000000 0.0000000000
991 3 17.0140281047 77.2669234 29.5084649 29.5084649 0.0000000000 0.0000000000
991 4 22.5595159328 -6.1208514 3.0859540 3.0859540 0.0000000000 0.0000000000
991 5 22.6824648204 -15.8576826 1.6916586 1.6916586 0.0000000000 0.0000000000
991 6 25.2858426762 -29.3952177 -5.2523520 -5.2523520 0.0000000000 0.0000000000
992 1 10.5241854199 43.2922909 -15.6331973 34.7154165 0.0000000000 0.0000000000
992 2 11.7288949853 51.6344365 -48.0368947 -30.4944377 0.0000000000 0.0000000000
992 3 16.0028350797 89.5246074 22.4064625 -0.5613106 0.0000000000 0.0000000000
992 4 22.5971933011 -10.1508510 6.9791823 -0.8485045 0.0000000000 0.0000000000
992 5 22.8688065650 -11.9687205 -3.7105486 3.6031388 0.0000000000 0.0000000000
992 6 25.6325099728 -33.3838862 2.9152392 3.4610441 0.0000000000 0.0000000000
993 1 10.1103295133 82.4085583 3.8782604 0.0000000 0.0000000000 0.0000000000
993 2 11.7040396343 54.1862859 -70.9785808 0.0000000 0.0000000000 0.0000000000
993 3 14.9790159002 82.3359437 -12.6872637 0.0000000 0.0000000000 0.0000000000
993 4 22.5985038393 -6.9917741 9.0961413 0.0000000 0.0000000000 0.0000000000
993 5 23.0434371720 -11.2281465 0.3189154 0.0000000 0.0000000000 0.0000000000
993 6 25.8998103677 -28.0952149 11.4945009 0.0000000 0.0000000000 0.0000000000
994 1 9.0987622784 83.9005430 -2.5760151 -13.9029164 0.0000000000 0.0000000000
994 2 11.4920447406 69.1452773 -65.1647712 -64.2090985 0.0000000000 0.0000000000
994 3 14.9182929678 60.2245796 -55.6230979 65.3517256 0.0000000000 0.0000000000
994 4 22.5517220354 -2.2332857 12.3299492 3.5627699 0.0000000000 0.0000000000
994 5 23.1226230231 -8.2905021 3.0570089 -1.5050132 0.0000000000 0.0000000000
994 6 25.9532311570 -21.8942059 14.7329835 -13.2989563 0.0000000000 0.0000000000
995 1 8.4548170475 40.9041540 -40.9041540 -21.0712616 0.0000000000 0.0000000000
995 2 10.5602265897 67.7520795 -67.7520795 -98.0449533 0.0000000000 0.0000000000
995 3 15.8190033270 50.9923807 -50.9923807 94.0648364 0.0000000000 0.0000000000
995 4 22.5255563576 -6.9630459 6.9630459 4.7797572 0.0000000000 0.0000000000
995 5 23.1213877008 -3.4748680 3.4748680 -4.3393477 0.0000000000 0.0000000000
995 6 25.7778064598 -15.4007825 15.4007825 -27.1540181 0.0000000000 0.0000000000
996 1 8.6196285923 -3.3702687 -62.4004439 -27.7504559 0.0000000000 0.0000000000
996 2 9.8909324320 23.0964086 -90.9846053 -78.5927046 0.0000000000 0.0000000000
996 3 16.5744203320 53.9418905 -22.3653080 80.0566792 0.0000000000 0.0000000000
996 4 22.6532337309 -11.9574230 2.9730734 4.3334923 0.0000000000 0.0000000000
996 5 23.0122322141 0.3548339 5.0657270 -8.5946141 0.0000000000 0.0000000000
996 6 25.4810914726 -13.0588974 9.5356396 -28.1080117 0.0000000000 0.0000000000
997 1 8.1610315936 -15.5552697 -34.0391840 -15.5552697 0.0000000000 0.0000000000
997 2 8.6685010803 -33.2028483 -87.1371174 -33.2028483 0.0000000000 0.0000000000
997 3 17.8567660756 38.6280566 9.8276782 38.6280566 0.0000000000 0.0000000000
997 4 22.6680897369 -2.4682607 9.1165429 -2.4682607 0.0000000000 0.0000000000
997 5 22.8308618881 -5.3274927 -10.0301993 -5.3274927 0.0000000000 0.0000000000
997 6 25.0304357004 -12.9623681 -5.4962488 -12.9623681 0.0000000000 0.0000000000
998 1 8.8401014888 -44.3147034 -44.9649916 0.2513850 0.0000000000 0.0000000000
998 2 10.0525549834 -85.8053062 -86.0021730 -0.5850737 0.0000000000 0.0000000000
998 3 17.4138828380 37.1646335 34.4127668 1.3752969 0.0000000000 0.0000000000
998 4 22.5531010146 3.6934466 3.7863896 -0.0322561 0.0000000000 0.0000000000
998 5 22.9366391452 -1.4519751 0.2121016 -0.3359395 0.0000000000 0.0000000000
998 6 25.2148066852 -12.8472813 -12.2371702 -0.4702492 0.0000000000 0.0000000000
999 1 9.7951668024 -44.7180348 -53.0382725 -6.7015421 0.0000000000 0.0000000000
999 2 11.8565946283 -97.6682347 -51.4403429 16.4748445 0.0000000000 0.0000000000
999 3 16.6045090563 16.1483587 40.1973866 -18.2450520 0.0000000000 0.0000000000
999 4 22.4887287729 10.2874737 0.7975228 2.9152945 0.0000000000 0.0000000000
999 5 22.8428523671 9.9657436 2.8887025 -1.6520499 0.0000000000 0.0000000000
999 6 25.4172875964 -0.7368026 -7.5388123 2.8586978 0.0000000000 0.0000000000
1000 1 10.6040067571 -32.0417479 -52.2850523 -18.3411074 0.0000000000 0.0000000000
1000 2 12.8939439206 -55.4782058 14.1729058 -24.8709980 0.0000000000 0.0000000000
1000 3 16.3927279473 -30.9110547 1.3448634 25.1431547 0.0000000000 0.0000000000
1000 4 22.3697094820 18.3310955 4.9076720 10.9234825 0.0000000000 0.0000000000
1000 5 22.7338229897 9.4925514 -8.6541258 -5.6412806 0.0000000000 0.0000000000
1000 6 25.3960665496 11.6899984 -0.5216154 -4.5947718 0.0000000000 0.0000000000
1001 1 11.1206668486 -15.6796340 -45.7647341 -25.8040082 0.0000000000 0.0000000000
1001 2 12.4162561720 -17.2658775 48.1662321 -54.4712852 0.0000000000 0.0000000000
1001 3 17.4339660879 -42.4965985 -17.1429307 59.1178581 0.0000000000 0.0000000000
1001 4 22.2963941575 15.0434552 2.1593503 16.5305856 0.0000000000 0.0000000000
1001 5 22.6886419023 3.7439280 -9.1911890 -8.6785572 0.0000000000 0.0000000000
1001 6 25.1197888226 14.1402735 5.2735558 -16.2242123 0.0000000000 0.0000000000
1002 1 11.2667166596 0.0000022 0.0000000 -24.2010837 0.0000000000 0.0000000000
1002 2 11.5462038975 -0.0000002 0.0000000 -51.4049013 0.0000000000 0.0000000000
1002 3 18.3663025059 0.0000006 0.0000000 51.0821877 0.0000000000 0.0000000000
1002 4 22.3788961696 -0.0000016 0.0000000 15.6161300 0.0000000000 0.0000000000
1002 5 22.6457957966 -0.0000005 0.0000000 -7.8900949 0.0000000000 0.0000000000
1002 6 24.7859574457 0.0000006 0.0000000 -21.0455715 0.0000000000 0.0000000000
1003 1 10.8269970496 12.2545531 7.2191657 7.2191657 0.0000000000 0.0000000000
1003 2 11.3965638940 14.2391126 -43.0305095 -43.0305095 0.0000000000 0.0000000000
1003 3 18.3425210847 55.5090603 25.2264346 25.2264346 0.0000000000 0.0000000000
1003 4 22.5602608418 -3.8414163 1.7542322 1.7542322 0.0000000000 0.0000000000
1003 5 22.5812676142 -7.6780564 0.6326427 0.6326427 0.0000000000 0.0000000000
1003 6 24.8099900749 -27.4395369 -9.4587733 -9.4587733 0.0000000000 0.0000000000
1004 1 10.9583727150 30.4580247 -21.9698686 0.0000000 0.0000000000 0.0000000000
1004 2 11.2706236691 27.5206387 -51.6284198 0.0000000 0.0000000000 0.0000000000
1004 3 17.3486357075 90.3208926 39.9976463 0.0000000 0.0000000000 0.0000000000
1004 4 22.5688668103 -10.8470355 7.7396603 0.0000000 0.0000000000 0.0000000000
1004 5 22.7226131886 -9.4917616 -6.1682083 0.0000000 0.0000000000 0.0000000000
1004 6 25.2303113909 -39.5106390 -7.4537862 0.0000000 0.0000000000 0.0000000000
1005 1 10.4807465228 48.0517137 -18.5087576 -38.8621753 0.0000000000 0.0000000000
1005 2 11.7194578952 51.7053876 -49.0769222 31.3439012 0.0000000000 0.0000000000
1005 3 15.9875368355 91.9638157 21.9890023 -0.6279392 0.0000000000 0.0000000000
1005 4 22.6105821087 -11.5709956 8.4352475 2.2896990 0.0000000000 0.0000000000
1005 5 22.8947595506 -14.4292769 -2.9681226 -2.3107580 0.0000000000 0.0000000000
1005 6 25.6291962408 -33.2743736 2.8490440 -3.8823173 0.0000000000 0.0000000000
1006 1 9.6431416732 63.7131444 -6.0101901 -36.7993920 0.0000000000 0.0000000000
1006 2 11.3305234606 93.6071214 -13.8443912 -32.2026673 0.0000000000 0.0000000000
1006 3 15.5959348687 47.2192603 -41.7013480 54.1710016 0.0000000000 0.0000000000
1006 4 22.6617288062 -9.6923306 10.3486961 3.2400498 0.0000000000 0.0000000000
1006 5 23.0010503786 -12.1018066 1.0341973 -5.0564323 0.0000000000 0.0000000000
1006 6 25.7185477179 -19.5738005 12.5154057 -16.1157863 0.0000000000 0.0000000000
1007 1 8.6491393291 65.6837058 0.2542485 -26.5952025 0.0000000000 0.0000000000
1007 2 9.8774924823 91.4982297 -22.9057120 -79.4736578 0.0000000000 0.0000000000
1007 3 16.5661783280 22.5947488 -56.1736650 81.5159573 0.0000000000 0.0000000000
1007 4 22.6408136670 -4.1304465 13.0781524 3.8053828 0.0000000000 0.0000000000
1007 5 23.0187153948 -5.2995596 0.0746163 -8.7188240 0.0000000000 0.0000000000
1007 6 25.4868469640 -9.7737543 14.0790642 -28.4986140 0.0000000000 0.0000000000
1008 1 8.0118677174 25.3026768 -25.3026768 -18.6255384 0.0000000000 0.0000000000
1008 2 8.6752904084 48.3844059 -48.3844059 -77.2170055 0.0000000000 0.0000000000
1008 3 17.5595249713 26.7071646 -26.7071646 69.2614493 0.0000000000 0.0000000000
1008 4 22.6295785910 -5.3978318 5.3978318 5.0876996 0.0000000000 0.0000000000
1008 5 22.9136708053 0.4776072 -0.4776072 -15.3641930 0.0000000000 0.0000000000
1008 6 25.1507764725 -8.0874241 8.0874241 -27.8433189 0.0000000000 0.0000000000
1009 1 7.5799309347 14.6151374 -14.6151374 14.6151374 0.0000000000 0.0000000000
1009 2 7.6210248161 13.2233601 -13.2233601 13.2233601 0.0000000000 0.0000000000
1009 3 17.3697787166 57.3494835 -57.3494835 57.3494835 0.0000000000 0.0000000000
1009 4 22.7632243934 -3.6447795 3.6447795 -3.6447795 0.0000000000 0.0000000000
1009 5 22.7767978595 -4.0927165 4.0927165 -4.0927165 0.0000000000 0.0000000000
1009 6 25.2194947183 -24.0678442 24.0678442 -24.0678442 0.0000000000 0.0000000000
1010 1 8.0159839591 -18.3110957 -27.4630812 27.4630812 0.0000000000 0.0000000000
1010 2 8.6728332304 -76.4824489 -46.9952134 46.9952134 0.0000000000 0.0000000000
1010 3 17.5444911647 70.2474615 -25.2400297 25.2400297 0.0000000000 0.0000000000
1010 4 22.6287583843 5.0464922 6.1327601 -6.1327601 0.0000000000 0.0000000000
1010 5 22.9128712118 -16.2857257 -1.8461352 1.8461352 0.0000000000 0.0000000000
1010 6 25.1622678007 -27.9586847 7.8390622 -7.8390622 0.0000000000 0.0000000000
1011 1 8.8930907326 -32.4115746 -29.5809275 29.5809275 0.0000000000 0.0000000000
1011 2 10.7420563498 -110.7281290 -54.4544479 54.4544479 0.0000000000 0.0000000000
1011 3 17.0947557492 59.5071060 1.2130026 -1.2130026 0.0000000000 0.0000000000
1011 4 22.4742751313 6.5186139 2.0988739 -2.0988739 0.0000000000 0.0000000000
1011 5 22.9879631146 -1.9055179 6.4995937 -6.4995937 0.0000000000 0.0000000000
1011 6 25.3541899563 -21.5131278 1.8397248 -1.8397248 0.0000000000 0.0000000000
1012 1 9.7678619955 -28.6394095 -24.1812362 24.1812362 0.0000000000 0.0000000000
1012 2 12.7515711090 -93.3233955 -28.5029205 28.5029205 0.0000000000 0.0000000000
1012 3 16.4926695498 27.4064543 4.6690915 -4.6690915 0.0000000000 0.0000000000
1012 4 22.4220418836 4.4994915 -1.8403052 1.8403052 0.0000000000 0.0000000000
1012 5 22.7098439760 14.8363958 10.6459471 -10.6459471 0.0000000000 0.0000000000
1012 6 25.4277981006 -3.0234434 3.8138828 -3.8138828 0.0000000000 0.0000000000
