qpoint_index branchID frequency groupVel_x groupVel_y groupVel_z DOS gruneisen_param
Max bandID: 6
Max qpoint index: 1728
164 3 17.8567660606 38.6280580 -9.8276787 -38.6280580 0.0000000000 0.9386429503
164 4 22.6680897618 -2.4682614 -9.1165410 2.4682614 0.0000000000 1.2840257088
164 5 22.8308619245 -5.3274945 10.0302014 5.3274945 0.0000000000 1.2588761580
164 6 25.0304356912 -12.9623668 5.4962491 12.9623668 0.0000000000 1.1103749680
165 1 7.9254153028 -4.9646020 54.3010893 4.9646020 0.0000000000 0.1507394768
165 2 8.2665225508 -20.2284245 98.7389485 20.2284245 0.0000000000 0.2985051920
165 3 16.4243424379 79.3703359 39.1096258 -79.3703359 0.0000000000 0.9695590484
165 4 22.8463464230 -5.3525266 -4.9899168 5.3525266 0.0000000000 1.2573776231
165 5 22.8772546540 -5.7498430 5.4792729 5.7498430 0.0000000000 1.2626345191
165 6 25.5552045049 -30.2609654 -23.3663930 30.2609654 0.0000000000 1.0717446853
166 1 7.2625809268 4.2643163 76.8979309 -4.2643163 0.0000000000 0.2535008816
166 2 7.4657659513 -4.8224917 110.1604790 4.8224917 0.0000000000 0.3264037921
166 3 14.0451837252 97.3049573 72.2274389 -97.3049573 0.0000000000 0.9770351314
166 4 22.9351270663 -2.6583182 0.3735903 2.6583182 0.0000000000 1.2278552218
166 5 22.9737746894 -8.2319595 1.5982009 8.2319595 0.0000000000 1.2345510051
166 6 26.7530348656 -41.9379500 -61.3338715 41.9379500 0.0000000000 1.0530696612
167 1 6.1476387101 11.4158410 121.9381981 -11.4158410 0.0000000000 0.3901289325
167 2 6.2626191771 11.2041812 101.1637994 -11.2041812 0.0000000000 0.4258523807
167 3 11.0217780250 105.6398109 114.4009805 -105.6398109 0.0000000000 0.9527832771
167 4 23.0511825331 -5.8667943 -10.0714784 5.8667943 0.0000000000 1.1921369391
167 5 23.1967901630 -12.4621562 -1.6093174 12.4621562 0.0000000000 1.1886370622
167 6 28.0479709120 -14.4446380 -45.7352675 14.4446380 0.0000000000 1.0461788672
168 1 4.5192714315 6.4010531 146.5005058 -6.4010531 0.0000000000 0.5239566290
168 2 4.8775386571 13.8595238 125.0406862 -13.8595238 0.0000000000 0.5183969189
168 3 7.5308496819 94.1209234 164.2766480 -94.1209234 0.0000000000 0.9432203186
168 4 23.3470798236 -7.8801475 -13.4908438 7.8801475 0.0000000000 1.1494394439
168 5 23.4307996807 -5.9556853 -5.7563297 5.9556853 0.0000000000 1.1465115988
168 6 27.7087387509 35.9376533 74.2907908 -35.9376533 0.0000000000 1.0456554850
169 1 4.3397799577 2.1156145 150.9702393 2.1156145 0.0000000000 0.2679535894
169 2 4.9002487690 18.6984774 138.0222023 18.6984774 0.0000000000 0.5855313734
169 3 7.5363435474 94.5468499 160.5499757 94.5468499 0.0000000000 1.0140061453
169 4 23.3418796536 -8.8740954 -16.4918486 -8.8740954 0.0000000000 1.1534638883
169 5 23.4526559822 -4.8955861 -5.2981712 -4.8955861 0.0000000000 1.1501058534
169 6 27.7178207505 35.5802740 75.2401282 35.5802740 0.0000000000 1.0424191716
170 1 2.8749731451 0.0000000 84.7161703 84.7161703 0.0000000000 -0.1133534147
170 2 4.2695249834 0.0000000 117.0434370 117.0434370 0.0000000000 0.6231130539
170 3 6.7764885791 0.0000000 143.7286500 143.7286500 0.0000000000 1.0189188741
170 4 23.3252541831 0.0000000 -7.6187080 -7.6187080 0.0000000000 1.1430989519
170 5 23.6757181572 0.0000000 1.2374183 1.2374183 0.0000000000 1.1398162605
170 6 27.1189337855 0.0000000 87.0079567 87.0079567 0.0000000000 1.0459327635
171 1 4.3397799280 -2.1156450 2.1156450 150.9702238 0.0000000000 0.2910203470
171 2 4.9002491952 -18.6984846 18.6984846 138.0221742 0.0000000000 0.4511046709
171 3 7.5363433527 -94.5468404 94.5468404 160.5499823 0.0000000000 1.0349114530
171 4 23.3418795650 8.8740975 -8.8740975 -16.4918457 0.0000000000 1.1587231046
171 5 23.4526560097 4.8955920 -4.8955920 -5.2981671 0.0000000000 1.1532786748
171 6 27.7178207841 -35.5802776 35.5802776 75.2401269 0.0000000000 1.0412493365
172 1 5.5764561475 4.9703441 0.0000000 135.8815182 0.0000000000 0.1904104307
172 2 6.8402434313 -73.1099910 0.0000000 112.7060439 0.0000000000 0.6048530897
172 3 9.6605509372 -96.7331514 0.0000000 139.6193192 0.0000000000 0.9949667597
172 4 23.1130638616 10.2191544 0.0000000 -13.0145910 0.0000000000 1.1921028025
172 5 23.4224293151 -8.3741009 0.0000000 -20.8105264 0.0000000000 1.1917044390
172 6 28.0066632801 23.0825160 0.0000000 -5.2445375 0.0000000000 1.0436190258
173 1 6.9751020636 -6.8030881 -8.1363385 114.8224247 0.0000000000 0.1511400489
173 2 8.4013099935 -71.4905525 49.3824999 100.7692857 0.0000000000 0.5596841938
173 3 12.1105861658 -73.5906608 -74.8216478 93.4359650 0.0000000000 0.9793620484
173 4 22.9084191366 11.4161747 -1.3871695 -5.9346709 0.0000000000 1.2376177623
173 5 23.2072852967 2.2548492 9.4667869 -10.9084985 0.0000000000 1.2404374370
173 6 27.2591244297 45.1744310 7.6446403 -49.7006222 0.0000000000 1.0543938775
174 1 8.0621984088 -2.0387638 8.5525683 87.4169151 0.0000000000 0.1320858902
174 2 9.3600799781 -45.5846982 71.3344818 95.7447925 0.0000000000 0.5207138288
174 3 14.5371385290 -69.9127509 -97.7321904 62.4875107 0.0000000000 0.9655602969
174 4 22.7700192061 15.1978823 -5.0093756 -2.2602000 0.0000000000 1.2793118624
174 5 23.0863297522 -3.2264849 6.6088272 -0.0043503 0.0000000000 1.2555906482
174 6 26.2196777873 29.5397916 27.5942618 -35.1505609 0.0000000000 1.0789357476
175 1 8.6196285923 3.3702687 27.7504559 62.4004439 0.0000000000 0.1115044769
175 2 9.8909324320 -23.0964086 78.5927046 90.9846053 0.0000000000 0.4919599917
175 3 16.5744203320 -53.9418905 -80.0566792 22.3653080 0.0000000000 0.9436864826
175 4 22.6532337309 11.9574230 -4.3334923 -2.9730734 0.0000000000 1.3034203877
175 5 23.0122322141 -0.3548339 8.5946141 -5.0657270 0.0000000000 1.2496799853
175 6 25.4810914726 13.0588974 28.1080117 -9.5356396 0.0000000000 1.1194535848
176 1 8.7658314917 0.0000012 44.3496422 44.3496477 0.0000000000 0.1152661176
176 2 10.0746424952 0.0000003 84.4726103 84.4726175 0.0000000000 0.4614205799
176 3 17.4236688810 0.0000031 -35.7315947 -35.7315982 0.0000000000 0.9247487915
176 4 22.5856098541 -0.0000005 -3.8131362 -3.8131386 0.0000000000 1.3060919685
176 5 22.9100661322 -0.0000028 1.2904492 1.2904509 0.0000000000 1.2552181709
176 6 25.2202193736 0.0000003 12.7046990 12.7046972 0.0000000000 1.1390644755
177 1 8.6196286554 -3.3702663 62.4004446 27.7504620 0.0000000000 0.1724208927
177 2 9.8909325593 23.0964110 90.9846003 78.5927122 0.0000000000 0.4658315499
177 3 16.5744202491 53.9418883 22.3653086 -80.0566827 0.0000000000 0.9415947261
177 4 22.6532337143 -11.9574248 -2.9730748 -4.3334951 0.0000000000 1.2965907562
177 5 23.0122322371 0.3548317 -5.0657210 8.5946127 0.0000000000 1.2638766379
177 6 25.4810914498 -13.0588941 -9.5356430 28.1080120 0.0000000000 1.1007889579
178 1 8.0621985233 2.0387662 87.4169117 8.5525782 0.0000000000 0.2289183095
178 2 9.3600801726 45.5846984 95.7447930 71.3344853 0.0000000000 0.4847435740
178 3 14.5371384347 69.9127447 62.4875144 -97.7321945 0.0000000000 0.9658299773
178 4 22.7700191749 -15.1978834 -2.2601995 -5.0093801 0.0000000000 1.2676020388
178 5 23.0863297387 3.2264825 -0.0043475 6.6088272 0.0000000000 1.2593583974
178 6 26.2196777740 -29.5397861 -35.1505660 27.5942627 0.0000000000 1.0615000186
179 1 6.9751023459 6.8030908 114.8224141 -8.1363310 0.0000000000 0.2715502996
179 2 8.4013101938 71.4905495 100.7692872 49.3824975 0.0000000000 0.5369883557
179 3 12.1105860887 73.5906515 93.4359662 -74.8216491 0.0000000000 0.9611262743
179 4 22.9084190604 -11.4161763 -5.9346689 -1.3871724 0.0000000000 1.2283818231
179 5 23.2072852724 -2.2548466 -10.9084970 9.4667885 0.0000000000 1.2293134847
179 6 27.2591244148 -45.1744280 -49.7006252 7.6446401 0.0000000000 1.0470978906
180 1 5.5764563934 -4.9703369 135.8815208 0.0000000 0.0000000000 0.3762681968
180 2 6.8402435760 73.1099870 112.7060470 0.0000000 0.0000000000 0.5566889405
180 3 9.6605509495 96.7331477 139.6193231 0.0000000 0.0000000000 0.9786703302
180 4 23.1130638041 -10.2191564 -13.0145930 0.0000000 0.0000000000 1.1865907842
180 5 23.4224292800 8.3741033 -20.8105272 0.0000000 0.0000000000 1.1841460201
180 6 28.0066632684 -23.0825160 -5.2445398 0.0000000 0.0000000000 1.0407652337
181 1 6.1233111282 21.6829696 122.0585742 21.6829696 0.0000000000 0.1934098597
181 2 6.4193555732 12.1602058 94.9336145 12.1602058 0.0000000000 0.4620456618
181 3 10.9830967021 103.1916710 116.6039109 103.1916710 0.0000000000 1.0366647058
181 4 23.0082775837 -6.0859902 -9.5168131 -6.0859902 0.0000000000 1.1957739137
181 5 23.2038577079 -14.6211368 -0.8394130 -14.6211368 0.0000000000 1.1935690155
181 6 28.0624105452 -13.8860576 -46.5830108 -13.8860576 0.0000000000 1.0395402426
182 1 4.9287381208 49.8878406 77.7196749 77.7196749 0.0000000000 -0.0550850035
182 2 6.3490132744 -42.7288583 99.4961057 99.4961057 0.0000000000 0.6390469639
182 3 9.8736329061 83.9626189 117.0842170 117.0842170 0.0000000000 1.0302411900
182 4 23.0865782380 -6.6068110 -11.7883750 -11.7883750 0.0000000000 1.1816967608
182 5 23.4041674329 -28.3024093 -6.2720612 -6.2720612 0.0000000000 1.1821381097
182 6 28.1038895369 24.7207900 -14.6073563 -14.6073563 0.0000000000 1.0427995197
183 1 5.5856169277 0.0000000 -8.7470695 145.3959860 0.0000000000 0.1571808166
183 2 6.8762898278 0.0000000 73.7928944 122.1160349 0.0000000000 0.5841774672
183 3 9.5564520243 0.0000000 95.2580924 131.3363595 0.0000000000 0.9860757401
183 4 23.1109684949 0.0000000 -9.7629540 -14.4435218 0.0000000000 1.1950565242
183 5 23.4016901423 0.0000000 7.9801213 -23.0008671 0.0000000000 1.1924197969
183 6 28.0507561773 0.0000000 -21.7341596 -3.2985460 0.0000000000 1.0449057406
184 1 7.3032062857 -6.7520472 6.7520472 109.9802228 0.0000000000 0.3882980311
184 2 7.3296930154 0.9769552 -0.9769552 121.0133319 0.0000000000 0.4442182654
184 3 10.6486885075 -52.1338393 52.1338393 148.6627555 0.0000000000 0.9484282387
184 4 22.9687630885 1.1889417 -1.1889417 -12.9067557 0.0000000000 1.2237718423
184 5 23.1385843065 -8.4492576 8.4492576 -18.3696918 0.0000000000 1.2239920375
184 6 28.0518448285 22.5097910 -22.5097910 -34.6281349 0.0000000000 1.0455796898
185 1 8.1794729711 8.7407955 0.0000000 110.4007851 0.0000000000 0.3173297511
185 2 8.8748519533 -60.2743049 0.0000000 87.2758381 0.0000000000 0.4761318081
185 3 12.3482494058 -35.4281100 0.0000000 131.2496543 0.0000000000 0.9260063860
185 4 22.8901325773 -0.5174676 0.0000000 -5.7419925 0.0000000000 1.2636826540
185 5 23.0637733765 -9.9326797 0.0000000 -11.0529558 0.0000000000 1.2610162905
185 6 27.2940354117 44.8899065 0.0000000 -52.4874654 0.0000000000 1.0552255398
186 1 9.1055862041 -2.4599623 15.8750812 87.5556817 0.0000000000 0.2976801174
186 2 10.3039323766 -50.8207509 10.1313156 84.0209854 0.0000000000 0.4867800447
186 3 14.0372452251 -31.1521161 -38.5531207 98.5629313 0.0000000000 0.9303493199
186 4 22.8105241745 9.7413355 -3.8193288 -7.0460532 0.0000000000 1.3081455807
186 5 23.0655406021 -5.5338774 1.6322242 -4.0118475 0.0000000000 1.2729024199
186 6 26.3544129914 27.3701786 13.8443326 -38.6910830 0.0000000000 1.0804401796
187 1 9.6433826506 -3.3996435 35.8935762 64.4775838 0.0000000000 0.2873519584
187 2 11.3162087370 -14.8933233 32.9064931 92.5322513 0.0000000000 0.5163602197
187 3 15.6585802865 -37.7191308 -54.2086467 46.3916807 0.0000000000 0.9299109355
187 4 22.6557262134 9.0302808 -3.1327091 -10.1915316 0.0000000000 1.3233791825
187 5 22.9823174045 -0.1224602 4.8882070 -11.8738277 0.0000000000 1.2717133815
187 6 25.7087282089 11.8701754 16.3831459 -18.7293355 0.0000000000 1.1261320680
188 1 9.7818363941 -1.6620422 53.2305673 48.4131679 0.0000000000 0.2563947876
188 2 11.8431405894 15.8946896 51.0873704 96.6952783 0.0000000000 0.5263670357
188 3 16.6073549339 -17.2140895 -38.9294702 -16.1962952 0.0000000000 0.9186116299
188 4 22.4963390670 1.5950556 -0.9216646 -11.3142219 0.0000000000 1.2955111868
188 5 22.8427778195 -2.1903777 -2.8579241 -10.0088960 0.0000000000 1.2928725931
188 6 25.4201666914 2.1743938 6.9420377 0.8268528 0.0000000000 1.1666253010
189 1 9.5989055039 -1.5955316 67.2594842 32.8426230 0.0000000000 0.2364787955
189 2 11.9157952235 42.6968209 63.3035393 90.0723121 0.0000000000 0.5314170979
189 3 16.3710174807 23.1907598 3.1307888 -61.3729799 0.0000000000 0.9305472954
189 4 22.4755603154 -8.1601680 -2.4512195 -5.0837781 0.0000000000 1.3098783595
189 5 22.9156881601 -7.1112481 -12.8919084 -1.3615799 0.0000000000 1.2721869464
189 6 25.5399252348 -5.9776198 -8.7336943 14.8173940 0.0000000000 1.1526989453
190 1 9.0951677797 1.4535381 81.8322949 15.4162052 0.0000000000 0.2410953948
190 2 11.4979922064 64.8243995 68.8016069 64.1929828 0.0000000000 0.5400427650
190 3 14.9409996424 52.6624291 59.7855221 -66.0283400 0.0000000000 0.9589596209
190 4 22.5487180645 -11.9524457 -1.7172632 -4.4404261 0.0000000000 1.3129680987
190 5 23.1086832509 -2.0541933 -8.1624343 1.7945782 0.0000000000 1.2595909260
190 6 25.9538205692 -13.7712829 -21.3878880 13.7144629 0.0000000000 1.0990159235
191 1 8.1975113041 10.7959946 100.6330955 0.0000000 0.0000000000 0.2367083074
191 2 10.3557179188 78.6324228 76.6058878 0.0000000 0.0000000000 0.5341296196
191 3 13.2207218543 52.6059374 89.1236583 0.0000000 0.0000000000 0.9641784089
191 4 22.6918851940 -16.4626016 -3.7630568 0.0000000 0.0000000000 1.2707179827
191 5 23.1600638017 1.6815922 -4.6448778 0.0000000 0.0000000000 1.2605249448
191 6 26.5034163411 -27.8142727 -33.0536353 0.0000000 0.0000000000 1.0611498865
192 1 7.0100085041 10.4677415 114.8771149 11.3007060 0.0000000000 0.2776703100
192 2 8.3972901030 65.9153801 93.4202207 -48.3573276 0.0000000000 0.4560523692
192 3 12.1001192904 74.6584444 97.7264118 73.1377106 0.0000000000 0.9801661025
192 4 22.8962398634 -11.8482154 -5.9217501 0.4012811 0.0000000000 1.2261077978
192 5 23.2121702941 -0.8069041 -9.7668401 -9.4245576 0.0000000000 1.2298911165
192 6 27.2621301764 -45.7130217 -50.4297236 -7.2204410 0.0000000000 1.0469004050
193 1 7.2772191915 1.0622630 70.9395665 1.0622630 0.0000000000 0.1209666595
193 2 7.5032857295 -6.4000351 104.4482935 -6.4000351 0.0000000000 0.3288645366
193 3 14.0384135623 99.2408454 76.3441511 99.2408454 0.0000000000 0.9849064585
193 4 22.9315458982 -1.4937773 2.5590140 -1.4937773 0.0000000000 1.2355635946
193 5 22.9639904180 -8.2298236 2.3321646 -8.2298236 0.0000000000 1.2368543919
193 6 26.7535839830 -42.6138039 -62.9508776 -42.6138039 0.0000000000 1.0587376841
194 1 6.6000873976 17.7866823 49.4018765 49.4018765 0.0000000000 -0.0226659061
194 2 7.4847126014 -65.1270680 73.4053309 73.4053309 0.0000000000 0.5313884648
194 3 13.0626560154 111.2154135 93.6638010 93.6638010 0.0000000000 1.0113006496
194 4 22.8307582510 -0.7159321 -7.3672391 -7.3672391 0.0000000000 1.2263562231
194 5 23.1097916758 -15.7421240 1.0496071 1.0496071 0.0000000000 1.2266976214
194 6 27.2042456438 -19.9710796 -60.6688751 -60.6688751 0.0000000000 1.0527003047
195 1 7.0440852097 11.7117535 5.5889118 111.8322033 0.0000000000 0.1365398790
195 2 8.3793648450 -57.1314323 67.1148580 98.5058154 0.0000000000 0.5734760808
195 3 12.0803924805 78.4598649 81.2370282 100.2125996 0.0000000000 0.9856099859
195 4 22.8877157191 0.4995209 -11.1192877 -4.9711911 0.0000000000 1.2376120169
195 5 23.2127226291 -7.0659801 -0.3679137 -10.3537265 0.0000000000 1.2383909139
195 6 27.2742952561 -9.0675245 -48.6196532 -52.5957293 0.0000000000 1.0532352010
196 1 8.1714284195 0.0000000 -4.0149745 105.2432756 0.0000000000 0.3169967741
196 2 8.9275049868 0.0000000 54.6594938 81.1407385 0.0000000000 0.4763870736
196 3 12.2987087336 0.0000000 37.3135435 139.9483797 0.0000000000 0.9336432444
196 4 22.9022119520 0.0000000 -1.9438441 -4.3611854 0.0000000000 1.2646516384
196 5 23.0502148114 0.0000000 12.2403282 -8.6775925 0.0000000000 1.2605921615
196 6 27.3029610139 0.0000000 -45.2364212 -55.9032467 0.0000000000 1.0536126335
197 1 9.0473235744 4.1442082 -4.1442082 72.8527557 0.0000000000 0.2924972430
197 2 9.4585414775 -30.5503287 30.5503287 80.4924634 0.0000000000 0.4269527517
197 3 13.6876875574 -6.9726052 6.9726052 148.1069836 0.0000000000 0.9007063681
197 4 22.8592054185 -3.3983886 3.3983886 -2.6369780 0.0000000000 1.2915914858
197 5 22.9132729657 -6.3183899 6.3183899 -5.0953014 0.0000000000 1.2952380019
197 6 26.9164798262 20.0303121 -20.0303121 -64.0962738 0.0000000000 1.0598438736
198 1 9.9491339630 -13.8317147 0.0000000 65.5770405 0.0000000000 0.3036899830
198 2 10.3685948566 -53.5328967 0.0000000 58.6244056 0.0000000000 0.3932427268
198 3 15.0401578942 13.2270433 0.0000000 128.9288103 0.0000000000 0.8867580547
198 4 22.7743624589 3.9441053 0.0000000 -7.8397424 0.0000000000 1.3350643887
198 5 22.9376317921 -10.0384014 0.0000000 -5.7043140 0.0000000000 1.3032121832
198 6 26.1956681168 16.9280773 0.0000000 -52.7073735 0.0000000000 1.0848955871
199 1 10.4716582744 -19.1907609 35.7949488 47.7342603 0.0000000000 0.3476578270
199 2 11.7126669835 -50.1674426 -32.1226174 52.6020712 0.0000000000 0.4269073309
199 3 16.0061358616 20.5219544 -3.0317713 89.9202487 0.0000000000 0.8882483595
199 4 22.6123982184 9.5311880 -0.2827838 -11.6752221 0.0000000000 1.3286931126
199 5 22.8928393563 -2.1783586 4.8079964 -13.4691696 0.0000000000 1.3202906850
199 6 25.6245192371 2.8340754 3.7817488 -33.0861310 0.0000000000 1.1345385460
200 1 10.6287702017 -18.3975396 49.8279287 31.5203016 0.0000000000 0.3268669028
200 2 12.9088721198 -23.3670646 -13.0390388 58.3382424 0.0000000000 0.5030939841
200 3 16.4190595393 26.1647526 -1.3239273 28.7365551 0.0000000000 0.9020021515
200 4 22.3649763305 10.2732508 -5.6328233 -17.5553771 0.0000000000 1.2750837107
200 5 22.7096174104 -6.7983023 9.9444589 -9.3340318 0.0000000000 1.3549213704
200 6 25.3869443646 -4.3873176 0.4110769 -12.4573961 0.0000000000 1.1817854905
201 1 10.4652604489 -12.9030058 62.3575941 16.5428771 0.0000000000 0.2938421286
201 2 13.5411849342 17.6693938 18.1093441 58.2156907 0.0000000000 0.5036468272
201 3 16.0953130522 26.5093368 7.1809971 -26.1279720 0.0000000000 0.9524280210
201 4 22.2986947946 -0.5334958 -14.9729449 -6.3282194 0.0000000000 1.2646292831
201 5 22.6852001649 -14.2076467 2.5486674 -3.5522462 0.0000000000 1.3407938695
201 6 25.4429798968 -8.7493168 -9.3603653 0.7464113 0.0000000000 1.1903989591
202 1 9.9573524789 -6.3865724 72.8024459 0.0000000 0.0000000000 0.2606491364
202 2 13.1504926933 62.3714926 46.5702169 0.0000000 0.0000000000 0.5265877236
202 3 15.4373376346 26.9757537 30.0883822 0.0000000 0.0000000000 0.9552033172
202 4 22.4192659365 -5.7527481 -3.9633581 0.0000000 0.0000000000 1.3151091972
202 5 22.8953338966 -14.1066372 -15.2485407 0.0000000 0.0000000000 1.2705831983
202 6 25.7052354223 -10.3110550 -17.5455855 0.0000000 0.0000000000 1.1554617540
203 1 9.1438815445 -1.5607483 81.2621123 -12.4718284 0.0000000000 0.2128929028
203 2 11.4783882914 68.4880913 74.3688560 -64.3522751 0.0000000000 0.5147223143
203 3 14.9357125641 50.5215971 54.7175442 64.8016517 0.0000000000 0.9427129959
203 4 22.5338491395 -11.1606605 -1.0295540 3.5652640 0.0000000000 1.3075211498
203 5 23.1157953721 -1.8583018 -8.5677227 -1.3902748 0.0000000000 1.2619280141
203 6 25.9550047606 -13.9082381 -21.0560566 -13.5781310 0.0000000000 1.1006131847
204 1 8.1340450377 2.9662756 87.7555422 -10.5328103 0.0000000000 0.1724970923
204 2 9.2752158612 42.6925536 98.6316311 -68.7287883 0.0000000000 0.3960661396
204 3 14.5677494145 72.0815155 61.5859088 96.7278659 0.0000000000 0.9475716505
204 4 22.7441570681 -15.1843005 -2.3934144 5.6070652 0.0000000000 1.2643473647
204 5 23.1047685909 3.5383175 -1.7321797 -7.1689399 0.0000000000 1.2623989539
204 6 26.2168606628 -30.2561523 -34.1462725 -27.6835239 0.0000000000 1.0704910416
205 1 7.9112737009 -4.6298325 59.0343692 -4.6298325 0.0000000000 0.0480663156
205 2 8.2139435631 -22.6363762 98.6445336 -22.6363762 0.0000000000 0.2614517559
205 3 16.4766283783 80.2538810 37.7610504 80.2538810 0.0000000000 0.9474710965
205 4 22.8470738218 -5.3617402 -5.8779641 -5.3617402 0.0000000000 1.2672121393
205 5 22.8876248926 -4.9052124 4.1102450 -4.9052124 0.0000000000 1.2579072399
205 6 25.5329369913 -31.1399347 -21.7796812 -31.1399347 0.0000000000 1.0894325036
206 1 7.4263927132 -12.0074514 34.7022796 34.7022796 0.0000000000 -0.0270661523
206 2 8.2302973175 -65.3554175 65.9465105 65.9465105 0.0000000000 0.4195426110
206 3 15.7781469479 101.2430395 64.1910515 64.1910515 0.0000000000 0.9673240520
206 4 22.7470022520 6.1777138 -6.0288982 -6.0288982 0.0000000000 1.2643424089
206 5 23.0255984061 -12.8878455 1.6037368 1.6037368 0.0000000000 1.2473729093
206 6 25.8608204105 -37.7862939 -33.4188634 -33.4188634 0.0000000000 1.0815060430
207 1 8.0411468239 -14.8374488 4.4027153 82.9814831 0.0000000000 0.1224546805
207 2 9.3154700606 -67.6198871 41.9682613 103.3309600 0.0000000000 0.5308430189
207 3 14.6108615862 96.4012547 73.1949955 59.4436197 0.0000000000 0.9633036278
207 4 22.7688004649 6.7261258 -15.2746471 -0.9389947 0.0000000000 1.2789640134
207 5 23.1000440135 -7.4803535 2.8408176 -3.1994172 0.0000000000 1.2566028238
207 6 26.1900138854 -27.3981823 -30.5568391 -33.1019059 0.0000000000 1.0782794843
208 1 9.0679760337 -18.6837181 4.9130259 85.7210766 0.0000000000 0.2987657055
208 2 10.2988559538 -4.6014012 49.9059823 85.4075596 0.0000000000 0.4912104275
208 3 14.0709144703 36.4894715 31.9921476 97.8855856 0.0000000000 0.9312000732
208 4 22.8256927255 4.3711604 -10.7947397 -5.1132069 0.0000000000 1.3081666264
208 5 23.0632991426 -3.4389288 5.4920679 -5.7834821 0.0000000000 1.2735960272
208 6 26.3402346892 -12.9171393 -27.3914606 -38.3654076 0.0000000000 1.0793757025
209 1 9.9136176580 0.0000000 12.4339488 67.6264911 0.0000000000 0.3144877804
209 2 10.3247817532 0.0000000 52.9090255 57.8174756 0.0000000000 0.3950674674
209 3 15.0903491268 0.0000000 -11.9895052 129.1481613 0.0000000000 0.8896790309
209 4 22.8004614030 0.0000000 -3.0425879 -7.7900118 0.0000000000 1.3360822334
209 5 22.9407429297 0.0000000 9.3145428 -7.1697376 0.0000000000 1.3026947506
209 6 26.1721348896 0.0000000 -16.8956719 -52.1496694 0.0000000000 1.0828618659
210 1 10.2549125103 3.6286779 -3.6286779 44.5736429 0.0000000000 0.1917087834
210 2 10.7315828835 -39.8452487 39.8452487 46.3678715 0.0000000000 0.3726825520
210 3 16.4744584698 16.0288084 -16.0288084 120.8847987 0.0000000000 0.8652584292
210 4 22.7193283873 1.0083744 -1.0083744 -10.1077292 0.0000000000 1.3596385219
210 5 22.7956413894 -4.3641573 4.3641573 -8.5068647 0.0000000000 1.3307336111
210 6 25.6928350349 2.8527788 -2.8527788 -54.6210115 0.0000000000 1.1003858751
211 1 10.9190508890 -22.3633206 0.0000000 31.0242400 0.0000000000 0.2595915973
211 2 11.2355554070 -50.6983533 0.0000000 26.9517431 0.0000000000 0.3350969054
211 3 17.3422492410 40.8861240 0.0000000 90.7333336 0.0000000000 0.8505938872
211 4 22.5887280639 7.2057622 0.0000000 -11.1825729 0.0000000000 1.3348469434
211 5 22.7518220737 -6.3920070 0.0000000 -9.3298583 0.0000000000 1.3673877193
211 6 25.2232934782 -7.7255516 0.0000000 -39.5143089 0.0000000000 1.1430042838
212 1 11.0838485678 -27.5826045 44.4689833 13.5612488 0.0000000000 0.3480332134
212 2 12.4171478508 -57.4421832 -52.4945385 16.8376854 0.0000000000 0.3907036168
212 3 17.4359136672 58.4676231 16.2950180 42.3338545 0.0000000000 0.8570453778
212 4 22.3061671449 17.9989463 -1.2536431 -14.6671058 0.0000000000 1.2883287720
212 5 22.7037971020 -7.1308906 11.2097914 -2.6551608 0.0000000000 1.3878396055
212 6 25.1118982866 -16.2690065 -4.5411061 -14.1764461 0.0000000000 1.1837814685
213 1 10.9153323786 -25.4924970 53.8346927 0.0000000 0.0000000000 0.3275047611
213 2 13.5107292616 -40.6158975 -35.6609809 0.0000000 0.0000000000 0.4967056378
213 3 16.7462259346 63.6539544 27.2939270 0.0000000 0.0000000000 0.8952384478
213 4 22.1346543818 9.5508718 -11.2447122 0.0000000 0.0000000000 1.2630923356
213 5 22.6514961744 -10.5378197 13.6768729 0.0000000 0.0000000000 1.3756323852
213 6 25.2493877999 -12.1845235 -5.7150670 0.0000000 0.0000000000 1.1956493043
214 1 10.4238256391 -16.7398004 64.0785476 -19.5180427 0.0000000000 0.2861650969
214 2 13.5411803228 16.0196283 16.4621762 -57.5750391 0.0000000000 0.5258280073
214 3 16.0983809839 27.7989870 8.5402113 25.7590470 0.0000000000 0.9259259841
214 4 22.3009291426 0.0431189 -15.4809923 6.9002994 0.0000000000 1.2753229705
214 5 22.6986386591 -12.6825887 2.8620529 4.1707165 0.0000000000 1.3243715505
214 6 25.4441069136 -8.9975909 -9.7819709 -0.7207370 0.0000000000 1.1824233017
215 1 9.5853723741 -8.8722740 68.3759153 -34.3656708 0.0000000000 0.2001998682
215 2 11.9565050314 44.3990180 60.9781205 -90.1362005 0.0000000000 0.5059125421
215 3 16.3261682783 23.8387790 5.0792500 62.0385592 0.0000000000 0.9282750082
215 4 22.4820375084 -6.3116619 -2.8394521 5.5596718 0.0000000000 1.3114869242
215 5 22.9208319551 -7.6642366 -13.0889479 1.2873541 0.0000000000 1.2596118173
215 6 25.5443738926 -5.6123182 -8.8460185 -14.7586869 0.0000000000 1.1459321702
216 1 8.6402012322 -9.7026538 64.1991990 -30.8903545 0.0000000000 0.0983733447
216 2 9.8880889880 29.3165640 92.3683496 -78.9633531 0.0000000000 0.3827087739
216 3 16.5690670221 51.1964207 19.1247819 81.6271406 0.0000000000 0.9365798173
216 4 22.6480820340 -9.8081718 -3.5675878 5.2905315 0.0000000000 1.2898825276
