kpoint_index bandID energy groupVel_x groupVel_y groupVel_z DOS fermiEnergy
Max kpoint index: 216
Max bandID: 3
119 1 0.145204 -0.000000 0.246962 0.000000 1.000000000000000 0.145204
119 2 0.346722 0.000000 -0.533964 -0.000001 2.000000000000000 0.346722
119 3 0.355598 -0.000000 -0.351667 0.000001 3.000000000000000 0.355598
120 1 0.138105 0.259165 -0.000000 0.259165 1.000000000000000 0.138105
120 2 0.333058 -0.508277 0.000000 -0.508277 2.000000000000000 0.333058
120 3 0.448761 -0.530871 -0.000000 -0.530871 3.000000000000000 0.448761
121 1 0.179809 0.121331 0.121331 -0.603767 1.000000000000000 0.179809
121 2 0.358815 0.425658 0.425657 -0.470808 2.000000000000000 0.358815
121 3 0.474162 -0.147007 -0.147007 -0.157874 3.000000000000000 0.474162
122 1 0.246441 0.429876 -0.000000 -0.503252 1.000000000000000 0.246441
122 2 0.376931 0.607013 -0.000000 -0.355750 2.000000000000000 0.376931
122 3 0.500703 -0.173766 0.000000 -0.824437 3.000000000000000 0.500703
123 1 0.172334 0.458315 -0.758135 -0.458315 1.000000000000000 0.172334
123 2 0.444291 0.457423 0.933736 -0.457423 2.000000000000000 0.444291
123 3 0.593929 0.250359 0.027457 -0.250359 3.000000000000000 0.593929
124 1 0.109051 0.150024 -0.476524 -0.476524 1.000000000000000 0.109051
124 2 0.476043 0.975327 0.267442 0.267442 2.000000000000000 0.476043
124 3 0.549760 0.233481 0.211032 0.211032 3.000000000000000 0.549760
125 1 0.138105 -0.259165 -0.000000 -0.259165 1.000000000000000 0.138105
125 2 0.333058 0.508277 0.000000 0.508277 2.000000000000000 0.333058
125 3 0.448761 0.530871 -0.000000 0.530871 3.000000000000000 0.448761
126 1 0.145204 0.000000 -0.246962 -0.000000 1.000000000000000 0.145204
126 2 0.346722 -0.000001 0.533964 -0.000000 2.000000000000000 0.346722
126 3 0.355598 0.000001 0.351667 -0.000000 3.000000000000000 0.355598
127 1 0.107580 0.000000 0.000000 -0.000000 1.000000000000000 0.107580
127 2 0.443971 -0.000000 -0.000000 -0.000000 2.000000000000000 0.443971
127 3 0.443971 0.000000 0.000000 0.000000 3.000000000000000 0.443971
128 1 0.179809 0.121331 -0.121331 -0.603767 1.000000000000000 0.179809
128 2 0.358815 0.425657 -0.425657 -0.470807 2.000000000000000 0.358815
128 3 0.474162 -0.147007 0.147007 -0.157874 3.000000000000000 0.474162
129 1 0.109051 0.476524 -0.476524 -0.150024 1.000000000000000 0.109051
129 2 0.476043 -0.267442 0.267442 -0.975327 2.000000000000000 0.476043
129 3 0.549760 -0.211032 0.211032 -0.233481 3.000000000000000 0.549760
130 1 0.051492 0.000000 -0.000000 0.000000 1.000000000000000 0.051492
130 2 0.601241 -0.000000 -0.000000 -0.000000 2.000000000000000 0.601241
130 3 0.601241 0.000000 0.000000 0.000000 3.000000000000000 0.601241
131 1 0.109051 -0.476524 0.476524 0.150024 1.000000000000000 0.109051
131 2 0.476043 0.267442 -0.267442 0.975327 2.000000000000000 0.476043
131 3 0.549760 0.211032 -0.211032 0.233481 3.000000000000000 0.549760
132 1 0.179809 -0.121331 0.121331 0.603767 1.000000000000000 0.179809
132 2 0.358815 -0.425657 0.425657 0.470808 2.000000000000000 0.358815
132 3 0.474162 0.147007 -0.147007 0.157874 3.000000000000000 0.474162
133 1 0.179809 -0.121331 -0.121331 0.603767 1.000000000000000 0.179809
133 2 0.358815 -0.425658 -0.425657 0.470808 2.000000000000000 0.358815
133 3 0.474162 0.147007 0.147007 0.157874 3.000000000000000 0.474162
134 1 0.145204 -0.000000 0.246962 0.000000 1.000000000000000 0.145204
134 2 0.346722 0.000001 -0.533964 -0.000000 2.000000000000000 0.346722
134 3 0.355598 -0.000001 -0.351667 0.000000 3.000000000000000 0.355598
135 1 0.138105 0.259165 -0.000000 0.259165 1.000000000000000 0.138105
135 2 0.333058 -0.508277 0.000000 -0.508277 2.000000000000000 0.333058
135 3 0.448761 -0.530871 0.000000 -0.530871 3.000000000000000 0.448761
136 1 0.109051 -0.150024 0.476524 0.476524 1.000000000000000 0.109051
136 2 0.476043 -0.975327 -0.267442 -0.267442 2.000000000000000 0.476043
136 3 0.549760 -0.233481 -0.211032 -0.211032 3.000000000000000 0.549760
137 1 0.172334 -0.458315 0.758135 0.458315 1.000000000000000 0.172334
137 2 0.444291 -0.457423 -0.933736 0.457423 2.000000000000000 0.444291
137 3 0.593929 -0.250359 -0.027457 0.250359 3.000000000000000 0.593929
138 1 0.246441 -0.429876 0.000000 0.503252 1.000000000000000 0.246441
138 2 0.376931 -0.607013 0.000000 0.355750 2.000000000000000 0.376931
138 3 0.500703 0.173766 -0.000000 0.824437 3.000000000000000 0.500703
139 1 0.109051 -0.476524 -0.476524 0.150024 1.000000000000000 0.109051
139 2 0.476043 0.267442 0.267442 0.975327 2.000000000000000 0.476043
139 3 0.549760 0.211033 0.211032 0.233481 3.000000000000000 0.549760
140 1 0.138105 -0.259165 0.000000 -0.259165 1.000000000000000 0.138105
140 2 0.333058 0.508277 -0.000000 0.508277 2.000000000000000 0.333058
140 3 0.448761 0.530871 0.000000 0.530871 3.000000000000000 0.448761
141 1 0.145204 0.000000 -0.246962 -0.000000 1.000000000000000 0.145204
141 2 0.346722 -0.000000 0.533964 0.000001 2.000000000000000 0.346722
141 3 0.355598 0.000000 0.351667 -0.000001 3.000000000000000 0.355598
142 1 0.179809 -0.603767 0.121331 0.121331 1.000000000000000 0.179809
142 2 0.358815 -0.470808 0.425657 0.425657 2.000000000000000 0.358815
142 3 0.474162 -0.157874 -0.147007 -0.147007 3.000000000000000 0.474162
143 1 0.246441 -0.503252 0.000000 0.429876 1.000000000000000 0.246441
143 2 0.376931 -0.355750 0.000000 0.607013 2.000000000000000 0.376931
143 3 0.500703 -0.824437 -0.000000 -0.173766 3.000000000000000 0.500703
144 1 0.172334 -0.458315 -0.758135 0.458315 1.000000000000000 0.172334
144 2 0.444291 -0.457423 0.933736 0.457423 2.000000000000000 0.444291
144 3 0.593929 -0.250358 0.027457 0.250358 3.000000000000000 0.593929
145 1 0.228116 -0.702358 -0.702358 0.702358 1.000000000000000 0.228116
145 2 0.616683 -0.240826 -0.240825 -0.080510 2.000000000000000 0.616683
145 3 0.616683 0.080510 0.080510 0.240826 3.000000000000000 0.616683
146 1 0.172334 -0.758135 -0.458315 0.458315 1.000000000000000 0.172334
146 2 0.444291 0.933736 -0.457423 0.457423 2.000000000000000 0.444291
146 3 0.593929 0.027457 -0.250358 0.250359 3.000000000000000 0.593929
147 1 0.164166 0.000000 -0.164987 0.164987 1.000000000000000 0.164166
147 2 0.263719 -0.000000 -0.177010 0.177010 2.000000000000000 0.263719
147 3 0.518675 -0.000000 -0.266447 0.266447 3.000000000000000 0.518675
148 1 0.179809 -0.603767 0.121331 -0.121331 1.000000000000000 0.179809
148 2 0.358815 -0.470808 0.425658 -0.425657 2.000000000000000 0.358815
148 3 0.474162 -0.157874 -0.147007 0.147007 3.000000000000000 0.474162
149 1 0.313491 -1.050227 0.000000 0.000000 1.000000000000000 0.313491
149 2 0.486709 -0.320292 0.000000 0.000000 2.000000000000000 0.486709
149 3 0.486709 -0.320292 0.000000 0.000000 3.000000000000000 0.486709
150 1 0.332032 -0.643608 -0.713038 0.713038 1.000000000000000 0.332032
150 2 0.547572 -0.782100 0.108670 -0.108669 2.000000000000000 0.547572
150 3 0.550560 -0.418346 0.108695 -0.108696 3.000000000000000 0.550560
151 1 0.172334 -0.458315 -0.458315 0.758135 1.000000000000000 0.172334
151 2 0.444291 -0.457423 -0.457423 -0.933736 2.000000000000000 0.444291
151 3 0.593929 -0.250359 -0.250358 -0.027457 3.000000000000000 0.593929
152 1 0.109051 -0.476524 -0.150024 0.476524 1.000000000000000 0.109051
152 2 0.476043 0.267442 -0.975327 -0.267442 2.000000000000000 0.476043
152 3 0.549760 0.211032 -0.233481 -0.211032 3.000000000000000 0.549760
153 1 0.138105 -0.259165 0.259165 0.000000 1.000000000000000 0.138105
153 2 0.333058 0.508277 -0.508277 0.000000 2.000000000000000 0.333058
153 3 0.448761 0.530871 -0.530871 0.000000 3.000000000000000 0.448761
154 1 0.145204 -0.000000 0.000000 0.246962 1.000000000000000 0.145204
154 2 0.346722 0.000000 -0.000001 -0.533964 2.000000000000000 0.346722
154 3 0.355598 -0.000000 0.000001 -0.351667 3.000000000000000 0.355598
155 1 0.179809 -0.603767 -0.121331 -0.121331 1.000000000000000 0.179809
155 2 0.358815 -0.470808 -0.425657 -0.425657 2.000000000000000 0.358815
155 3 0.474162 -0.157874 0.147007 0.147007 3.000000000000000 0.474162
156 1 0.246441 -0.503252 -0.429876 0.000000 1.000000000000000 0.246441
156 2 0.376931 -0.355750 -0.607014 0.000000 2.000000000000000 0.376931
156 3 0.500703 -0.824437 0.173766 0.000000 3.000000000000000 0.500703
157 1 0.164166 -0.164987 -0.164987 -0.000000 1.000000000000000 0.164166
157 2 0.263719 -0.177010 -0.177010 0.000000 2.000000000000000 0.263719
157 3 0.518675 -0.266447 -0.266447 0.000000 3.000000000000000 0.518675
158 1 0.138105 -0.000000 0.259165 0.259165 1.000000000000000 0.138105
158 2 0.333058 -0.000000 -0.508277 -0.508277 2.000000000000000 0.333058
158 3 0.448761 -0.000000 -0.530871 -0.530871 3.000000000000000 0.448761
159 1 0.164166 0.164987 -0.000000 -0.164987 1.000000000000000 0.164166
159 2 0.263719 0.177010 -0.000000 -0.177010 2.000000000000000 0.263719
159 3 0.518675 0.266447 -0.000000 -0.266447 3.000000000000000 0.518675
160 1 0.138105 -0.259165 -0.259165 -0.000000 1.000000000000000 0.138105
160 2 0.333058 0.508277 0.508277 -0.000000 2.000000000000000 0.333058
160 3 0.448761 0.530871 0.530871 -0.000000 3.000000000000000 0.448761
161 1 0.164166 -0.000000 0.164987 0.164987 1.000000000000000 0.164166
161 2 0.263719 -0.000000 0.177010 0.177010 2.000000000000000 0.263719
161 3 0.518675 -0.000000 0.266447 0.266447 3.000000000000000 0.518675
162 1 0.138105 0.259165 -0.000000 -0.259165 1.000000000000000 0.138105
162 2 0.333058 -0.508277 -0.000000 0.508277 2.000000000000000 0.333058
162 3 0.448761 -0.530871 -0.000000 0.530871 3.000000000000000 0.448761
163 1 0.179809 0.121331 0.121331 0.603767 1.000000000000000 0.179809
163 2 0.358815 0.425657 0.425658 0.470808 2.000000000000000 0.358815
163 3 0.474162 -0.147007 -0.147007 0.157874 3.000000000000000 0.474162
164 1 0.145204 -0.246962 0.000000 0.000000 1.000000000000000 0.145204
164 2 0.346722 0.533964 -0.000001 0.000000 2.000000000000000 0.346722
164 3 0.355598 0.351667 0.000001 0.000000 3.000000000000000 0.355598
165 1 0.138105 -0.000000 -0.259165 0.259165 1.000000000000000 0.138105
165 2 0.333058 0.000000 0.508277 -0.508277 2.000000000000000 0.333058
165 3 0.448761 0.000000 0.530871 -0.530871 3.000000000000000 0.448761
166 1 0.109051 -0.476524 0.150024 0.476524 1.000000000000000 0.109051
166 2 0.476043 0.267442 0.975327 -0.267442 2.000000000000000 0.476043
166 3 0.549760 0.211032 0.233481 -0.211032 3.000000000000000 0.549760
167 1 0.172334 -0.758135 0.458315 0.458315 1.000000000000000 0.172334
167 2 0.444291 0.933736 0.457423 0.457423 2.000000000000000 0.444291
167 3 0.593929 0.027457 0.250359 0.250359 3.000000000000000 0.593929
168 1 0.246441 -0.000000 0.429876 0.503252 1.000000000000000 0.246441
168 2 0.376931 -0.000000 0.607013 0.355750 2.000000000000000 0.376931
168 3 0.500703 0.000000 -0.173766 0.824437 3.000000000000000 0.500703
169 1 0.313491 -0.000000 0.000000 1.050227 1.000000000000000 0.313491
169 2 0.486709 -0.000000 0.000000 0.320292 2.000000000000000 0.486709
169 3 0.486709 -0.000000 0.000000 0.320292 3.000000000000000 0.486709
170 1 0.179809 0.121331 -0.121331 0.603767 1.000000000000000 0.179809
170 2 0.358815 0.425657 -0.425657 0.470808 2.000000000000000 0.358815
170 3 0.474162 -0.147007 0.147007 0.157874 3.000000000000000 0.474162
171 1 0.164166 -0.164987 0.164987 0.000000 1.000000000000000 0.164166
171 2 0.263719 -0.177010 0.177010 0.000000 2.000000000000000 0.263719
171 3 0.518675 -0.266447 0.266447 0.000000 3.000000000000000 0.518675
172 1 0.172334 -0.458315 0.458315 0.758135 1.000000000000000 0.172334
172 2 0.444291 -0.457423 0.457423 -0.933736 2.000000000000000 0.444291
172 3 0.593929 -0.250359 0.250359 -0.027457 3.000000000000000 0.593929
173 1 0.228116 -0.702358 0.702358 0.702358 1.000000000000000 0.228116
173 2 0.616683 -0.240826 -0.080510 -0.080510 2.000000000000000 0.616683
173 3 0.616683 0.080510 0.240826 0.240826 3.000000000000000 0.616683
174 1 0.332032 -0.713038 0.713038 0.643609 1.000000000000000 0.332032
174 2 0.547572 0.108670 -0.108670 0.782101 2.000000000000000 0.547572
174 3 0.550560 0.108696 -0.108696 0.418347 3.000000000000000 0.550560
175 1 0.332032 -0.713038 -0.713038 0.643608 1.000000000000000 0.332032
175 2 0.547572 0.108669 0.108670 0.782100 2.000000000000000 0.547572
175 3 0.550560 0.108696 0.108695 0.418346 3.000000000000000 0.550560
176 1 0.246441 -0.000000 -0.429876 0.503252 1.000000000000000 0.246441
176 2 0.376931 -0.000000 -0.607014 0.355750 2.000000000000000 0.376931
176 3 0.500703 -0.000000 0.173766 0.824437 3.000000000000000 0.500703
177 1 0.138105 0.259165 -0.000000 -0.259165 1.000000000000000 0.138105
177 2 0.333058 -0.508277 -0.000000 0.508277 2.000000000000000 0.333058
177 3 0.448761 -0.530871 -0.000000 0.530871 3.000000000000000 0.448761
178 1 0.246441 -0.503252 0.429876 0.000000 1.000000000000000 0.246441
178 2 0.376931 -0.355750 0.607013 0.000000 2.000000000000000 0.376931
178 3 0.500703 -0.824437 -0.173766 -0.000000 3.000000000000000 0.500703
179 1 0.332032 -0.643609 0.713038 0.713038 1.000000000000000 0.332032
179 2 0.547572 -0.782101 -0.108670 -0.108670 2.000000000000000 0.547572
179 3 0.550560 -0.418347 -0.108696 -0.108696 3.000000000000000 0.550560
180 1 0.396379 -0.706518 -0.000000 0.706518 1.000000000000000 0.396379
180 2 0.499625 -0.557896 -0.000000 0.557896 2.000000000000000 0.499625
180 3 0.651064 -0.157960 -0.000000 0.157960 3.000000000000000 0.651064
181 1 0.507468 -0.717862 -0.717862 0.717862 1.000000000000000 0.507468
181 2 0.654765 -0.292621 -0.292622 -0.084876 2.000000000000000 0.654765
181 3 0.654765 0.084876 0.084876 0.292621 3.000000000000000 0.654765
182 1 0.396379 -0.000000 -0.706518 0.706518 1.000000000000000 0.396379
182 2 0.499625 0.000000 -0.557896 0.557896 2.000000000000000 0.499625
182 3 0.651064 0.000000 -0.157960 0.157960 3.000000000000000 0.651064
183 1 0.172334 0.758135 -0.458315 0.458315 1.000000000000000 0.172334
183 2 0.444291 -0.933736 -0.457423 0.457423 2.000000000000000 0.444291
183 3 0.593929 -0.027457 -0.250359 0.250358 3.000000000000000 0.593929
184 1 0.109051 -0.150024 0.476524 -0.476524 1.000000000000000 0.109051
184 2 0.476043 -0.975327 -0.267442 0.267442 2.000000000000000 0.476043
184 3 0.549760 -0.233481 -0.211033 0.211032 3.000000000000000 0.549760
185 1 0.332032 -0.643608 0.713038 -0.713038 1.000000000000000 0.332032
185 2 0.547572 -0.782100 -0.108669 0.108670 2.000000000000000 0.547572
185 3 0.550560 -0.418346 -0.108696 0.108695 3.000000000000000 0.550560
186 1 0.551488 -0.806495 -0.000000 -0.000000 1.000000000000000 0.551488
186 2 0.597427 -0.503184 -0.000000 -0.000000 2.000000000000000 0.597427
186 3 0.597427 -0.503184 -0.000000 -0.000000 3.000000000000000 0.597427
187 1 0.396379 -0.706518 -0.706518 -0.000000 1.000000000000000 0.396379
187 2 0.499625 -0.557896 -0.557896 -0.000000 2.000000000000000 0.499625
187 3 0.651064 -0.157960 -0.157960 0.000000 3.000000000000000 0.651064
188 1 0.332032 -0.713038 -0.643608 0.713038 1.000000000000000 0.332032
188 2 0.547572 0.108670 -0.782100 -0.108670 2.000000000000000 0.547572
188 3 0.550560 0.108696 -0.418346 -0.108696 3.000000000000000 0.550560
189 1 0.246441 0.000000 -0.503252 0.429876 1.000000000000000 0.246441
189 2 0.376931 0.000000 -0.355750 0.607014 2.000000000000000 0.376931
189 3 0.500703 0.000000 -0.824437 -0.173766 3.000000000000000 0.500703
190 1 0.138105 0.259165 0.259165 -0.000000 1.000000000000000 0.138105
190 2 0.333058 -0.508277 -0.508277 -0.000000 2.000000000000000 0.333058
190 3 0.448761 -0.530871 -0.530871 0.000000 3.000000000000000 0.448761
191 1 0.246441 -0.503252 0.000000 -0.429876 1.000000000000000 0.246441
191 2 0.376931 -0.355750 0.000000 -0.607014 2.000000000000000 0.376931
191 3 0.500703 -0.824437 0.000000 0.173766 3.000000000000000 0.500703
192 1 0.332032 -0.643608 -0.713038 -0.713038 1.000000000000000 0.332032
192 2 0.547572 -0.782100 0.108670 0.108670 2.000000000000000 0.547572
192 3 0.550560 -0.418346 0.108696 0.108696 3.000000000000000 0.550560
193 1 0.172334 -0.458315 -0.458315 -0.758135 1.000000000000000 0.172334
193 2 0.444291 -0.457423 -0.457423 0.933736 2.000000000000000 0.444291
193 3 0.593929 -0.250358 -0.250359 0.027457 3.000000000000000 0.593929
194 1 0.246441 -0.429876 -0.503252 -0.000000 1.000000000000000 0.246441
194 2 0.376931 -0.607014 -0.355750 -0.000000 2.000000000000000 0.376931
194 3 0.500703 0.173766 -0.824437 -0.000000 3.000000000000000 0.500703
195 1 0.179809 -0.121331 -0.603767 0.121331 1.000000000000000 0.179809
195 2 0.358815 -0.425657 -0.470808 0.425657 2.000000000000000 0.358815
195 3 0.474162 0.147007 -0.157874 -0.147007 3.000000000000000 0.474162
196 1 0.145204 0.000000 -0.000000 -0.246962 1.000000000000000 0.145204
196 2 0.346722 -0.000001 0.000000 0.533964 2.000000000000000 0.346722
196 3 0.355598 0.000001 -0.000000 0.351667 3.000000000000000 0.355598
197 1 0.138105 0.259165 -0.259165 -0.000000 1.000000000000000 0.138105
197 2 0.333058 -0.508277 0.508277 -0.000000 2.000000000000000 0.333058
197 3 0.448761 -0.530871 0.530871 -0.000000 3.000000000000000 0.448761
198 1 0.109051 -0.150024 -0.476524 -0.476524 1.000000000000000 0.109051
198 2 0.476043 -0.975327 0.267442 0.267442 2.000000000000000 0.476043
198 3 0.549760 -0.233481 0.211032 0.211032 3.000000000000000 0.549760
199 1 0.109051 0.476524 0.476524 0.150024 1.000000000000000 0.109051
199 2 0.476043 -0.267442 -0.267442 0.975327 2.000000000000000 0.476043
199 3 0.549760 -0.211032 -0.211033 0.233481 3.000000000000000 0.549760
200 1 0.138105 -0.000000 0.259165 -0.259165 1.000000000000000 0.138105
200 2 0.333058 0.000000 -0.508277 0.508277 2.000000000000000 0.333058
200 3 0.448761 -0.000000 -0.530871 0.530871 3.000000000000000 0.448761
201 1 0.145204 0.246962 -0.000000 -0.000000 1.000000000000000 0.145204
201 2 0.346722 -0.533964 0.000000 0.000001 2.000000000000000 0.346722
201 3 0.355598 -0.351667 -0.000000 -0.000001 3.000000000000000 0.355598
202 1 0.179809 -0.121331 0.603767 0.121331 1.000000000000000 0.179809
202 2 0.358815 -0.425657 0.470808 0.425657 2.000000000000000 0.358815
202 3 0.474162 0.147007 0.157874 -0.147007 3.000000000000000 0.474162
203 1 0.246441 -0.000000 0.503252 0.429876 1.000000000000000 0.246441
203 2 0.376931 -0.000000 0.355750 0.607013 2.000000000000000 0.376931
203 3 0.500703 0.000000 0.824437 -0.173766 3.000000000000000 0.500703
204 1 0.172334 0.758135 0.458315 0.458315 1.000000000000000 0.172334
204 2 0.444291 -0.933736 0.457423 0.457423 2.000000000000000 0.444291
204 3 0.593929 -0.027457 0.250358 0.250358 3.000000000000000 0.593929
205 1 0.332032 0.713038 0.713038 0.643608 1.000000000000000 0.332032
205 2 0.547572 -0.108670 -0.108669 0.782100 2.000000000000000 0.547572
205 3 0.550560 -0.108695 -0.108696 0.418346 3.000000000000000 0.550560
206 1 0.246441 0.429876 0.000000 0.503252 1.000000000000000 0.246441
206 2 0.376931 0.607014 0.000000 0.355750 2.000000000000000 0.376931
206 3 0.500703 -0.173766 0.000000 0.824437 3.000000000000000 0.500703
207 1 0.138105 0.000000 -0.259165 -0.259165 1.000000000000000 0.138105
207 2 0.333058 0.000000 0.508277 0.508277 2.000000000000000 0.333058
207 3 0.448761 0.000000 0.530871 0.530871 3.000000000000000 0.448761
208 1 0.246441 -0.429876 0.503252 0.000000 1.000000000000000 0.246441
208 2 0.376931 -0.607013 0.355750 0.000000 2.000000000000000 0.376931
208 3 0.500703 0.173766 0.824437 -0.000000 3.000000000000000 0.500703
209 1 0.332032 -0.713038 0.643609 0.713038 1.000000000000000 0.332032
209 2 0.547572 0.108670 0.782101 -0.108670 2.000000000000000 0.547572
209 3 0.550560 0.108696 0.418347 -0.108696 3.000000000000000 0.550560
210 1 0.396379 0.000000 0.706518 0.706518 1.000000000000000 0.396379
210 2 0.499625 0.000001 0.557896 0.557896 2.000000000000000 0.499625
210 3 0.651064 0.000000 0.157960 0.157960 3.000000000000000 0.651064
211 1 0.551488 0.000000 -0.000000 0.806495 1.000000000000000 0.551488
211 2 0.597427 0.000000 -0.000000 0.503184 2.000000000000000 0.597427
211 3 0.597427 0.000000 -0.000000 0.503184 3.000000000000000 0.597427
212 1 0.332032 0.713038 -0.713038 0.643608 1.000000000000000 0.332032
212 2 0.547572 -0.108670 0.108670 0.782100 2.000000000000000 0.547572
212 3 0.550560 -0.108696 0.108696 0.418346 3.000000000000000 0.550560
213 1 0.109051 0.476524 -0.476524 0.150024 1.000000000000000 0.109051
213 2 0.476043 -0.267442 0.267442 0.975327 2.000000000000000 0.476043
213 3 0.549760 -0.211032 0.211032 0.233481 3.000000000000000 0.549760
214 1 0.172334 -0.458315 0.458315 -0.758135 1.000000000000000 0.172334
214 2 0.444291 -0.457423 0.457423 0.933736 2.000000000000000 0.444291
214 3 0.593929 -0.250358 0.250358 0.027457 3.000000000000000 0.593929
215 1 0.396379 -0.706518 0.706518 -0.000000 1.000000000000000 0.396379
215 2 0.499625 -0.557896 0.557896 -0.000000 2.000000000000000 0.499625
215 3 0.651064 -0.157960 0.157960 -0.000000 3.000000000000000 0.651064
216 1 0.507468 -0.717862 0.717862 0.717862 1.000000000000000 0.507468
216 2 0.654765 -0.292621 -0.084877 -0.084877 2.000000000000000 0.654765
216 3 0.654765 0.084877 0.292621 0.292621 3.000000000000000 0.654765
